Respondent,Platform
13802,Windows
13804,Microsoft Azure
13806,AWS
13806,Docker
13806,Linux
13806,MacOS
13806,Microsoft Azure
13806,Slack
13806,Windows
13814,Linux
13817,Docker
13817,Linux
13817,Windows
13819,Docker
13819,iOS
13819,Kubernetes
13819,Linux
13820,Android
13820,iOS
13820,Windows
13822,Android
13822,Linux
13829,AWS
13829,Google Cloud Platform
13829,Kubernetes
13829,MacOS
13830,Android
13830,Docker
13830,Linux
13830,Windows
13831,Windows
13833,Linux
13833,Windows
13834,AWS
13834,Docker
13834,Linux
13834,Slack
13834,Windows
13841,AWS
13841,Docker
13841,Linux
13842,Linux
13842,Windows
13846,AWS
13846,Docker
13846,Linux
13846,MacOS
13846,Microsoft Azure
13846,Raspberry Pi
13846,Slack
13846,Windows
13848,Microsoft Azure
13848,Windows
13848,WordPress
13852,AWS
13852,Docker
13852,Linux
13852,MacOS
13856,Windows
13859,Docker
13860,Docker
13860,Linux
13860,Microsoft Azure
13860,Slack
13860,Windows
13865,Docker
13865,Linux
13865,MacOS
13865,Slack
13867,Windows
13868,AWS
13868,Docker
13868,Linux
13868,MacOS
13868,Microsoft Azure
13870,AWS
13870,Docker
13870,Kubernetes
13873,Android
13876,Windows
13877,AWS
13878,AWS
13878,Docker
13878,Linux
13878,Slack
13880,Android
13880,AWS
13880,Heroku
13880,Linux
13880,Microsoft Azure
13880,Windows
13881,Linux
13881,Windows
13885,Android
13885,AWS
13885,Docker
13885,IBM Cloud or Watson
13887,Linux
13887,Microsoft Azure
13887,Slack
13887,Windows
13889,Docker
13889,Kubernetes
13889,Linux
13889,MacOS
13892,AWS
13892,Docker
13892,Linux
13894,Arduino
13894,AWS
13894,Docker
13894,Kubernetes
13894,Linux
13894,MacOS
13897,Arduino
13897,AWS
13897,Docker
13897,Linux
13897,Slack
13897,Windows
13900,Android
13900,MacOS
13900,Windows
13902,Microsoft Azure
13902,Windows
13906,Android
13906,iOS
13906,Other(s):
13911,Android
13911,Arduino
13911,Slack
13911,Windows
13911,WordPress
13914,AWS
13914,Docker
13914,Windows
13915,Linux
13916,AWS
13916,Docker
13916,Google Cloud Platform
13916,Linux
13916,MacOS
13916,Windows
13920,Linux
13920,Windows
13934,Docker
13934,Kubernetes
13934,Linux
13935,Slack
13939,Microsoft Azure
13939,Windows
13940,Linux
13941,Android
13941,Arduino
13941,Linux
13941,Raspberry Pi
13942,AWS
13942,Docker
13942,Linux
13942,MacOS
13942,Windows
13956,Microsoft Azure
13945,Linux
13945,MacOS
13945,Slack
13945,WordPress
13947,Android
13947,Docker
13947,Linux
13947,MacOS
13947,Raspberry Pi
13947,Slack
13947,Windows
13948,AWS
13948,Docker
13948,Kubernetes
13948,Linux
13949,Microsoft Azure
13949,Windows
13950,Android
13951,AWS
13951,Docker
13951,Linux
13951,MacOS
13951,Microsoft Azure
13951,Raspberry Pi
13951,Slack
13951,Windows
13951,WordPress
13959,Docker
13959,Slack
13959,Windows
13963,Android
13963,Arduino
13963,AWS
13963,Docker
13963,Google Cloud Platform
13963,Heroku
13963,Kubernetes
13963,Linux
13963,MacOS
13963,Raspberry Pi
13963,Slack
13963,Windows
13967,Google Cloud Platform
13967,Windows
13975,AWS
13975,Docker
13975,Heroku
13975,Kubernetes
13975,Linux
13976,AWS
13978,Android
13978,Docker
13978,Kubernetes
13978,Windows
13978,WordPress
13979,Linux
13982,Android
13982,Windows
13982,WordPress
13991,Windows
13996,Windows
13998,Arduino
13998,AWS
13998,Docker
13998,Google Cloud Platform
13998,Heroku
13998,Kubernetes
13998,Linux
13998,MacOS
13998,Raspberry Pi
13999,Docker
13999,Heroku
13999,Linux
13999,Windows
14005,AWS
14005,Docker
14005,Kubernetes
14005,Linux
14005,Slack
14005,Windows
14021,Linux
14021,WordPress
14014,Android
14014,AWS
14014,Heroku
14014,iOS
14014,Linux
14014,MacOS
14014,Windows
14014,WordPress
14019,Heroku
14019,Linux
14019,MacOS
14019,Raspberry Pi
14019,Windows
14020,Arduino
14020,Linux
14020,Windows
14025,Windows
14027,AWS
14029,AWS
14029,Microsoft Azure
14029,Windows
14034,AWS
14034,Docker
14034,Kubernetes
14034,Linux
14034,MacOS
14035,AWS
14035,Docker
14036,Linux
14036,Raspberry Pi
14037,Linux
14037,MacOS
14037,Slack
14052,Microsoft Azure
14052,Windows
14038,Docker
14038,Linux
14038,Microsoft Azure
14039,Windows
14039,WordPress
14041,Linux
14041,Windows
14043,Linux
14043,Microsoft Azure
14043,Raspberry Pi
14044,AWS
14044,Docker
14044,Heroku
14044,Kubernetes
14044,Linux
14044,Slack
14046,Android
14046,Slack
14046,Windows
14046,WordPress
14048,AWS
14048,Docker
14048,Google Cloud Platform
14048,Raspberry Pi
14048,Slack
14048,Windows
14049,Linux
14049,Windows
14050,Google Cloud Platform
14050,Linux
14050,MacOS
14050,Slack
14050,Windows
14054,AWS
14054,Docker
14054,Heroku
14054,Linux
14055,AWS
14055,Docker
14055,Linux
14055,MacOS
14055,Raspberry Pi
14055,Slack
14056,AWS
14056,Linux
14056,MacOS
14058,Android
14058,Docker
14065,Docker
14065,Linux
14065,Slack
14069,Google Cloud Platform
14069,Windows
14071,Docker
14071,Kubernetes
14071,Windows
14073,Docker
14073,Google Cloud Platform
14073,Kubernetes
14077,Android
14077,Arduino
14077,Docker
14077,iOS
14077,Linux
14077,MacOS
14077,Microsoft Azure
14077,Raspberry Pi
14077,Slack
14077,Windows
14078,Android
14078,Docker
14078,Google Cloud Platform
14078,Heroku
14078,IBM Cloud or Watson
14078,iOS
14078,Kubernetes
14078,MacOS
14078,Microsoft Azure
14078,Slack
14078,Windows
14078,WordPress
14081,Windows
14085,Docker
14085,Linux
14085,Other(s):
14093,Linux
14093,Windows
14093,WordPress
14094,AWS
14094,Docker
14094,Linux
14095,AWS
14095,Docker
14095,Linux
14103,Microsoft Azure
14109,Microsoft Azure
14109,Windows
14112,Docker
14112,Heroku
14116,Android
14116,Docker
14116,MacOS
14116,Microsoft Azure
14116,Slack
14117,AWS
14117,Linux
14119,Linux
14119,Other(s):
14120,Android
14120,Arduino
14120,Docker
14120,Kubernetes
14120,Linux
14120,MacOS
14120,Microsoft Azure
14120,Raspberry Pi
14120,Slack
14120,Windows
14126,AWS
14126,Docker
14127,Android
14127,iOS
14128,Windows
14130,Heroku
14131,Docker
14131,Kubernetes
14131,Linux
14131,Slack
14131,Windows
14131,WordPress
14132,Windows
14147,Windows
14137,Android
14137,AWS
14137,Docker
14137,Kubernetes
14137,Linux
14137,Microsoft Azure
14137,Windows
14141,Docker
14141,iOS
14141,Linux
14141,Windows
14144,Android
14144,Arduino
14144,AWS
14144,Docker
14144,Heroku
14144,Linux
14144,Raspberry Pi
14145,MacOS
14146,Google Cloud Platform
14146,iOS
14146,MacOS
14146,Microsoft Azure
14146,Windows
14149,AWS
14149,Docker
14149,Google Cloud Platform
14149,Heroku
14149,Kubernetes
14149,Linux
14149,Slack
14150,Android
14150,Linux
14150,Windows
14152,Linux
14152,Windows
14155,Microsoft Azure
14155,Other(s):
14157,Android
14157,Windows
14158,Android
14158,Arduino
14158,iOS
14159,Android
14159,AWS
14159,Docker
14167,Android
14167,Docker
14167,Linux
14167,Windows
14169,Microsoft Azure
14171,Android
14171,Arduino
14171,Windows
14171,WordPress
14174,Windows
14176,AWS
14176,Linux
14178,Android
14178,AWS
14186,Docker
14186,Linux
14188,Microsoft Azure
14188,Windows
14189,Linux
14196,Microsoft Azure
14196,Windows
14193,Windows
14195,Linux
14195,Windows
14197,IBM Cloud or Watson
14197,Kubernetes
14198,AWS
14198,Docker
14198,Linux
14198,Microsoft Azure
14198,Slack
14198,Windows
14200,Android
14200,Arduino
14200,AWS
14200,Docker
14200,Linux
14200,Raspberry Pi
14200,Windows
14201,Google Cloud Platform
14201,Microsoft Azure
14201,Windows
14203,Linux
14203,MacOS
14203,Windows
14204,Linux
14204,Windows
14206,AWS
14206,Docker
14206,Google Cloud Platform
14206,Heroku
14206,Kubernetes
14207,Android
14207,iOS
14209,Linux
14209,Other(s):
14217,AWS
14217,Docker
14217,Linux
14217,MacOS
14217,Slack
14218,Docker
14218,Kubernetes
14218,Linux
14218,WordPress
14219,AWS
14219,Linux
14224,Arduino
14224,Docker
14224,iOS
14224,Kubernetes
14224,Linux
14224,MacOS
14224,Raspberry Pi
14224,Slack
14224,Windows
14225,Android
14225,Microsoft Azure
14225,Windows
14225,WordPress
14227,Android
14228,AWS
14228,Linux
14229,AWS
14229,Heroku
14229,Linux
14229,MacOS
14229,Raspberry Pi
14229,Slack
14229,WordPress
14231,AWS
14232,Android
14232,Docker
14232,iOS
14232,Kubernetes
14232,Linux
14232,Microsoft Azure
14232,Windows
14232,WordPress
14234,MacOS
14234,Slack
14234,Windows
14234,WordPress
14235,Android
14235,iOS
14237,Microsoft Azure
14237,Windows
14239,Docker
14239,Linux
14239,MacOS
14239,Slack
14239,Windows
14240,Linux
14240,Windows
14244,Docker
14244,Google Cloud Platform
14244,Kubernetes
14244,Linux
14244,Slack
14249,iOS
14249,Microsoft Azure
14249,Windows
14267,Microsoft Azure
14270,Docker
14270,Linux
14272,Android
14272,Google Cloud Platform
14272,Linux
14272,Raspberry Pi
14272,Windows
14275,Docker
14275,Linux
14275,Slack
14276,Windows
14277,Linux
14277,Windows
14278,Windows
14280,Android
14280,Linux
14280,Windows
14282,Microsoft Azure
14282,Windows
14283,Android
14283,Docker
14283,Kubernetes
14283,Microsoft Azure
14283,Raspberry Pi
14283,Windows
14284,AWS
14284,Docker
14284,Linux
14284,MacOS
14284,Slack
14288,AWS
14288,Linux
14295,Linux
14296,Google Cloud Platform
14296,Linux
14296,Microsoft Azure
14297,Linux
14302,Linux
14302,Windows
14306,MacOS
14306,Windows
14318,Android
14318,Raspberry Pi
14318,Windows
14309,Google Cloud Platform
14309,Heroku
14309,Microsoft Azure
14309,Slack
14309,Windows
14317,Android
14317,Arduino
14317,AWS
14317,Docker
14317,Linux
14317,MacOS
14317,Raspberry Pi
14317,Windows
14319,Arduino
14319,AWS
14319,Google Cloud Platform
14319,Heroku
14319,Raspberry Pi
14319,WordPress
14322,AWS
14322,Linux
14322,MacOS
14322,Windows
14326,iOS
14326,MacOS
14326,Windows
14331,Android
14331,Heroku
14334,Windows
14335,iOS
14335,MacOS
14335,Windows
14341,Microsoft Azure
14341,Slack
14341,Windows
14344,Docker
14344,Heroku
14344,Linux
14344,MacOS
14344,Slack
14347,Google Cloud Platform
14347,IBM Cloud or Watson
14347,Windows
14354,Docker
14354,Google Cloud Platform
14354,iOS
14354,WordPress
14356,AWS
14356,Docker
14356,Linux
14356,Slack
14356,Windows
14359,Docker
14359,Google Cloud Platform
14359,Heroku
14359,iOS
14359,MacOS
14359,Microsoft Azure
14359,Slack
14361,Android
14361,AWS
14361,Docker
14361,Google Cloud Platform
14361,iOS
14361,Kubernetes
14361,Linux
14361,MacOS
14361,Slack
14362,Android
14362,Linux
14362,Windows
14377,Windows
14367,Linux
14367,Windows
14371,Android
14371,AWS
14371,Docker
14371,Heroku
14371,iOS
14376,Arduino
14376,Docker
14376,Raspberry Pi
14376,Windows
14378,AWS
14378,Linux
14378,MacOS
14378,Slack
14381,MacOS
14381,Slack
14381,Windows
14382,Windows
14383,Windows
14384,Docker
14384,Heroku
14384,Linux
14384,MacOS
14385,MacOS
14387,Android
14387,Docker
14387,iOS
14387,Linux
14387,MacOS
14387,Slack
14392,Android
14392,Linux
14392,MacOS
14392,Raspberry Pi
14392,Windows
14393,AWS
14393,Docker
14393,Heroku
14393,Kubernetes
14395,Arduino
14395,Linux
14395,Windows
14396,Android
14396,Docker
14396,Linux
14396,Windows
14396,WordPress
14399,Microsoft Azure
14399,Windows
14400,Android
14400,iOS
14400,MacOS
14400,Raspberry Pi
14400,Slack
14400,Windows
14402,AWS
14402,Windows
14403,AWS
14403,Google Cloud Platform
14403,WordPress
14408,Android
14408,Google Cloud Platform
14408,iOS
14410,Android
14410,Windows
14410,Other(s):
14411,AWS
14411,Docker
14411,Linux
14411,Slack
14412,Linux
14417,Android
14417,Arduino
14417,AWS
14417,Docker
14417,Google Cloud Platform
14417,Linux
14417,Raspberry Pi
14417,Slack
14417,Windows
14417,WordPress
14429,AWS
14429,Docker
14429,Google Cloud Platform
14429,MacOS
14433,Docker
14433,Linux
14433,Windows
14437,Android
14438,Docker
14438,Linux
14443,Docker
14443,Linux
14443,MacOS
14445,iOS
14446,AWS
14446,Google Cloud Platform
14446,Linux
14457,Android
14457,AWS
14457,Docker
14457,Kubernetes
14457,Linux
14457,Raspberry Pi
14461,Microsoft Azure
14464,Docker
14464,Linux
14464,Slack
14466,Docker
14466,IBM Cloud or Watson
14466,Kubernetes
14466,Linux
14467,Android
14467,Windows
14470,Microsoft Azure
14470,Windows
14472,AWS
14472,Heroku
14472,Linux
14472,WordPress
14473,MacOS
14473,Slack
14479,iOS
14480,Docker
14480,Microsoft Azure
14480,Slack
14480,Windows
14483,AWS
14483,Linux
14483,Microsoft Azure
14483,Windows
14484,Linux
14486,Android
14486,Arduino
14486,Linux
14486,Windows
14486,WordPress
14488,Android
14488,Arduino
14488,Google Cloud Platform
14488,Microsoft Azure
14488,Slack
14488,Windows
14489,AWS
14489,Docker
14489,Linux
14489,MacOS
14489,Slack
14489,Windows
14490,Raspberry Pi
14492,Linux
14492,Windows
14497,Linux
14497,Raspberry Pi
14497,Windows
14502,AWS
14502,Docker
14502,Kubernetes
14502,Linux
14504,Docker
14504,Heroku
14504,Linux
14504,Slack
14510,Docker
14510,Google Cloud Platform
14510,Kubernetes
14510,Slack
14515,AWS
14515,Docker
14515,Google Cloud Platform
14515,Heroku
14515,IBM Cloud or Watson
14515,Linux
14515,Microsoft Azure
14515,WordPress
14516,Android
14516,Microsoft Azure
14516,Raspberry Pi
14516,Windows
14520,Android
14520,Docker
14520,MacOS
14520,Microsoft Azure
14520,WordPress
14527,Android
14527,Linux
14527,Windows
14531,Windows
14531,WordPress
14534,Arduino
14534,Linux
14534,MacOS
14534,Microsoft Azure
14534,Raspberry Pi
14534,Windows
14535,AWS
14535,Docker
14535,Linux
14535,Microsoft Azure
14535,Slack
14535,Windows
14535,WordPress
14536,Docker
14536,Linux
14536,Windows
14542,Heroku
14542,WordPress
14538,Windows
14539,Linux
14539,Windows
14541,AWS
14541,Docker
14541,IBM Cloud or Watson
14541,Kubernetes
14541,Linux
14541,MacOS
14541,Slack
14546,Android
14546,Slack
14546,Windows
14549,Android
14551,Linux
14551,Windows
14553,Android
14553,AWS
14553,Docker
14553,Google Cloud Platform
14553,Kubernetes
14553,Linux
14553,MacOS
14553,Slack
14557,AWS
14557,Docker
14557,Linux
14557,MacOS
14557,Slack
14558,Microsoft Azure
14558,Windows
14559,Docker
14559,Linux
14563,AWS
14563,Docker
14563,Heroku
14563,iOS
14563,Linux
14563,MacOS
14563,Raspberry Pi
14563,Slack
14563,WordPress
14565,Windows
14566,AWS
14566,Google Cloud Platform
14566,Linux
14566,MacOS
14566,Slack
14571,AWS
14571,Docker
14571,Kubernetes
14571,Linux
14571,Windows
14575,Arduino
14575,Docker
14575,Kubernetes
14575,Linux
14575,Windows
14576,Android
14576,Docker
14576,Heroku
14576,iOS
14577,Microsoft Azure
14580,Docker
14580,Linux
14580,Slack
14580,Windows
14581,Windows
14582,AWS
14582,Docker
14582,MacOS
14582,Windows
14583,Docker
14583,Linux
14586,Arduino
14586,AWS
14586,Docker
14589,Heroku
14589,Slack
14590,Google Cloud Platform
14590,Heroku
14590,MacOS
14590,Slack
14590,WordPress
14591,Linux
14591,Windows
14615,Windows
14594,AWS
14594,Docker
14594,Linux
14594,MacOS
14594,Slack
14594,Windows
14599,Linux
14599,Windows
14600,Arduino
14600,AWS
14600,Linux
14600,Raspberry Pi
14600,Slack
14600,Windows
14600,WordPress
14601,Microsoft Azure
14601,Windows
14602,AWS
14602,Docker
14602,Linux
14602,MacOS
14605,AWS
14605,Docker
14605,Heroku
14605,MacOS
14605,Slack
14608,MacOS
14608,Windows
14611,Android
14611,AWS
14611,Google Cloud Platform
14611,Linux
14611,Slack
14611,Windows
14612,Linux
14612,Slack
14612,Windows
14612,WordPress
14617,AWS
14617,Linux
14617,MacOS
14617,Slack
14617,WordPress
14618,Arduino
14618,Linux
14618,Raspberry Pi
14618,Windows
14620,AWS
14620,Docker
14620,Google Cloud Platform
14620,Heroku
14620,Windows
14631,Android
14631,AWS
14631,Linux
14631,WordPress
14635,Android
14635,AWS
14635,Docker
14635,Linux
14636,MacOS
14636,Windows
14637,Windows
14637,WordPress
14640,Windows
14644,AWS
14644,Docker
14644,Linux
14646,WordPress
14647,AWS
14647,Docker
14647,Google Cloud Platform
14647,Heroku
14647,IBM Cloud or Watson
14647,iOS
14647,Linux
14647,Microsoft Azure
14647,Windows
14650,Linux
14655,Android
14655,Docker
14655,iOS
14655,Kubernetes
14655,Linux
14655,Microsoft Azure
14658,Android
14658,AWS
14658,Google Cloud Platform
14658,Raspberry Pi
14658,Windows
14658,WordPress
14661,AWS
14661,Docker
14661,Linux
14664,Docker
14664,iOS
14664,MacOS
14664,Microsoft Azure
14664,Raspberry Pi
14664,Windows
14666,Heroku
14666,iOS
14667,Linux
14669,Android
14669,Arduino
14669,Docker
14669,Linux
14669,Raspberry Pi
14679,AWS
14679,Docker
14679,Linux
14679,Windows
14680,Linux
14680,Slack
14682,Android
14682,Linux
14682,Microsoft Azure
14682,Windows
14682,Other(s):
14685,Docker
14685,Linux
14685,MacOS
14685,Windows
14685,WordPress
14706,AWS
14706,Docker
14706,Linux
14706,Windows
14690,Android
14690,Arduino
14690,Google Cloud Platform
14690,Linux
14690,Raspberry Pi
14690,Slack
14690,Windows
14691,Windows
14693,Docker
14693,Linux
14693,Slack
14693,Windows
14697,Android
14697,AWS
14697,Linux
14697,Windows
14698,iOS
14698,WordPress
14700,Android
14700,Arduino
14700,Docker
14700,Linux
14700,Raspberry Pi
14701,Android
14701,Linux
14701,Windows
14701,WordPress
14702,AWS
14702,Docker
14702,Kubernetes
14702,Linux
14702,Raspberry Pi
14704,Android
14704,Docker
14704,Heroku
14709,Android
14709,Raspberry Pi
14709,Slack
14709,Windows
14709,WordPress
14712,Docker
14712,Kubernetes
14712,Linux
14712,Raspberry Pi
14720,Linux
14720,Windows
14731,AWS
14731,Docker
14731,Kubernetes
14731,Linux
14731,Microsoft Azure
14733,AWS
14733,Docker
14733,Linux
14733,Microsoft Azure
14733,Windows
14734,Android
14734,Windows
14735,AWS
14735,Linux
14735,MacOS
14735,Slack
14740,Heroku
14740,MacOS
14740,Slack
14747,Android
14747,Docker
14747,Heroku
14751,AWS
14751,Docker
14751,Kubernetes
14751,Linux
14751,MacOS
14751,Microsoft Azure
14751,Raspberry Pi
14751,Slack
14751,Windows
14753,Docker
14753,Linux
14753,MacOS
14753,Slack
14754,Android
14754,Microsoft Azure
14754,Windows
14755,Arduino
14755,Windows
14757,Android
14761,AWS
14761,Docker
14761,MacOS
14761,Slack
14762,AWS
14762,Docker
14762,Google Cloud Platform
14762,Linux
14762,Windows
14765,AWS
14765,Raspberry Pi
14765,Windows
14765,Other(s):
14771,Android
14771,Linux
14771,Windows
14776,Android
14776,Google Cloud Platform
14776,iOS
14776,Windows
14777,Android
14778,Microsoft Azure
14778,Windows
14781,AWS
14781,Windows
14782,AWS
14782,Docker
14782,Heroku
14782,Kubernetes
14782,Linux
14782,Slack
14782,Windows
14784,Windows
14786,Arduino
14786,Docker
14786,Raspberry Pi
14795,Android
14795,Heroku
14795,Linux
14795,MacOS
14795,Windows
14796,Docker
14796,Linux
14796,Windows
14797,Windows
14799,Android
14799,Docker
14799,Heroku
14799,Linux
14799,Microsoft Azure
14799,Raspberry Pi
14799,Windows
14800,WordPress
14809,Windows
14801,Android
14801,AWS
14801,Linux
14801,Raspberry Pi
14801,Slack
14801,Windows
14815,AWS
14815,Docker
14815,Google Cloud Platform
14815,Heroku
14815,iOS
14815,Kubernetes
14815,Linux
14815,MacOS
14815,Raspberry Pi
14815,Slack
14815,WordPress
14817,Arduino
14817,AWS
14817,Docker
14817,Heroku
14817,Kubernetes
14817,Linux
14817,MacOS
14817,Slack
14818,Android
14818,AWS
14818,Heroku
14818,Linux
14818,MacOS
14818,Slack
14825,AWS
14825,Docker
14825,iOS
14825,Kubernetes
14825,Linux
14825,MacOS
14825,Slack
14825,Windows
14830,AWS
14830,Docker
14830,Heroku
14830,Linux
14830,Windows
14840,Android
14840,Windows
14832,Microsoft Azure
14832,Windows
14834,Android
14834,Arduino
14834,AWS
14834,iOS
14834,Linux
14834,MacOS
14834,Raspberry Pi
14834,Other(s):
14835,Android
14835,AWS
14835,Docker
14835,iOS
14835,MacOS
14835,Windows
14843,AWS
14843,Docker
14843,Google Cloud Platform
14843,Kubernetes
14843,Linux
14843,MacOS
14844,iOS
14844,MacOS
14846,Arduino
14846,AWS
14846,iOS
14846,MacOS
14846,Raspberry Pi
14846,Windows
14851,AWS
14851,Docker
14851,Google Cloud Platform
14851,Linux
14851,MacOS
14851,Windows
14856,Docker
14856,Kubernetes
14856,MacOS
14856,Windows
14856,WordPress
14859,Android
14859,Linux
14866,AWS
14866,Docker
14866,IBM Cloud or Watson
14866,Linux
14866,MacOS
14866,Slack
14866,Windows
14872,Docker
14872,Linux
14872,MacOS
14872,Slack
14872,Windows
14872,WordPress
14875,AWS
14875,Docker
14875,Microsoft Azure
14875,Slack
14876,Linux
14877,Android
14877,Docker
14879,WordPress
14884,Android
14884,Docker
14884,iOS
14884,Windows
14886,AWS
14886,Windows
14888,Android
14888,Docker
14888,Linux
14888,Windows
14890,Android
14890,Docker
14890,Linux
14890,MacOS
14890,Raspberry Pi
14890,Windows
14891,Docker
14891,Raspberry Pi
14901,AWS
14901,Docker
14898,Arduino
14898,Linux
14898,Microsoft Azure
14898,Raspberry Pi
14898,Windows
14899,Docker
14899,Microsoft Azure
14899,Windows
14910,Linux
14911,Microsoft Azure
14911,Windows
14914,Arduino
14914,Raspberry Pi
14914,Windows
14915,Linux
14915,Other(s):
14918,Android
14918,Google Cloud Platform
14918,iOS
14918,Windows
14918,WordPress
14919,Windows
14928,AWS
14928,Docker
14928,Linux
14928,MacOS
14928,Microsoft Azure
14928,Windows
14929,Android
14929,Slack
14929,Windows
14939,Linux
14939,MacOS
14939,Windows
14940,Android
14940,Heroku
14940,iOS
14945,Windows
14947,Android
14947,iOS
14950,Docker
14950,Kubernetes
14950,Microsoft Azure
14953,Android
14953,iOS
14957,Windows
14959,AWS
14959,Docker
14959,Linux
14959,WordPress
14964,Docker
14964,Windows
14965,Windows
14966,Docker
14966,Linux
14966,Raspberry Pi
14968,AWS
14968,Google Cloud Platform
14968,Linux
14968,MacOS
14968,Raspberry Pi
14968,Windows
14968,Other(s):
14971,iOS
14971,MacOS
14981,Android
14981,AWS
14981,iOS
14981,Microsoft Azure
14981,Windows
14975,Android
14975,Arduino
14975,AWS
14975,Docker
14975,Heroku
14975,iOS
14975,Linux
14975,MacOS
14975,Slack
14975,WordPress
14976,Docker
14976,IBM Cloud or Watson
14976,Kubernetes
14977,Android
14977,Arduino
14977,AWS
14977,Docker
14977,Google Cloud Platform
14977,Heroku
14977,iOS
14977,Kubernetes
14977,Linux
14977,MacOS
14977,Microsoft Azure
14977,Raspberry Pi
14977,Slack
14977,Windows
14978,Android
14978,Linux
14982,Android
14982,AWS
14982,Docker
14982,Linux
14982,Raspberry Pi
14982,Windows
14983,AWS
14983,Docker
14983,Linux
14983,Slack
14984,Android
14984,Raspberry Pi
14984,Slack
14984,Windows
14984,Other(s):
14987,WordPress
14989,Microsoft Azure
14989,Windows
14989,Other(s):
15025,Docker
15025,Linux
15025,Windows
15025,WordPress
14993,Android
14993,Google Cloud Platform
14993,Linux
14993,MacOS
14993,Slack
14993,Windows
14994,Microsoft Azure
14994,Windows
14994,WordPress
15005,Android
15005,iOS
15005,Linux
15005,MacOS
15005,Raspberry Pi
15005,Slack
15008,AWS
15008,Docker
15008,Kubernetes
15008,Linux
15008,Microsoft Azure
15008,Windows
15011,Docker
15012,Slack
15012,Windows
15019,Windows
15031,Google Cloud Platform
15031,Linux
15032,Slack
15032,Windows
15032,WordPress
15033,AWS
15033,Docker
15033,Linux
15033,Slack
15033,Windows
15034,AWS
15034,Docker
15034,MacOS
15035,Arduino
15035,Docker
15035,Google Cloud Platform
15035,Linux
15035,Microsoft Azure
15035,Raspberry Pi
15035,Windows
15036,Docker
15036,Linux
15036,MacOS
15036,Windows
15039,Android
15039,Docker
15039,iOS
15039,Windows
15039,WordPress
15042,Docker
15042,Google Cloud Platform
15042,Linux
15042,Windows
15042,WordPress
15046,Windows
15050,AWS
15050,Docker
15050,Linux
15050,Windows
15052,Linux
15052,Windows
15053,Linux
15053,MacOS
15053,Raspberry Pi
15053,Windows
15053,WordPress
15054,AWS
15054,Kubernetes
15054,MacOS
15055,Docker
15055,Kubernetes
15055,Linux
15055,Slack
15058,Windows
15059,Google Cloud Platform
15059,Heroku
15059,Raspberry Pi
15059,Windows
15061,AWS
15061,Linux
15061,Windows
15065,Docker
15065,Linux
15066,AWS
15066,Raspberry Pi
15071,AWS
15071,Docker
15071,Microsoft Azure
15072,Windows
15077,AWS
15077,Docker
15077,Google Cloud Platform
15077,Linux
15077,MacOS
15077,Microsoft Azure
15077,Slack
15077,Windows
15081,AWS
15081,iOS
15081,Linux
15081,MacOS
15081,Slack
15081,Windows
15082,Linux
15082,Raspberry Pi
15082,Other(s):
15084,AWS
15084,Linux
15084,Slack
15084,Windows
15087,Android
15087,Docker
15087,iOS
15087,Linux
15087,Microsoft Azure
15087,Raspberry Pi
15087,Windows
15089,AWS
15089,Docker
15089,Google Cloud Platform
15089,Heroku
15089,Kubernetes
15089,Raspberry Pi
15099,Android
15099,AWS
15099,Docker
15099,iOS
15099,Linux
15099,Slack
15099,Windows
15106,AWS
15106,Google Cloud Platform
15106,Linux
15106,Microsoft Azure
15131,Linux
15112,Android
15114,Android
15114,AWS
15114,Docker
15114,Heroku
15114,Linux
15114,MacOS
15114,Slack
15114,Windows
15114,WordPress
15116,Docker
15116,Google Cloud Platform
15116,Microsoft Azure
15118,AWS
15118,Docker
15118,Linux
15119,Docker
15119,Kubernetes
15119,Microsoft Azure
15119,Windows
15122,Android
15122,Google Cloud Platform
15122,iOS
15123,Android
15123,AWS
15123,Docker
15123,Heroku
15123,iOS
15123,Kubernetes
15123,Linux
15123,MacOS
15123,Microsoft Azure
15123,Raspberry Pi
15123,Slack
15123,Windows
15123,WordPress
15126,Arduino
15126,Docker
15126,Linux
15133,Docker
15133,Heroku
15133,Linux
15133,MacOS
15133,Raspberry Pi
15133,Windows
15133,WordPress
15134,Linux
15134,Windows
15134,WordPress
15135,AWS
15135,Docker
15135,Google Cloud Platform
15135,Linux
15135,MacOS
15135,Raspberry Pi
15136,Windows
15137,Android
15137,iOS
15137,Linux
15137,MacOS
15137,Windows
15139,Android
15139,AWS
15139,Docker
15139,Linux
15139,Raspberry Pi
15139,WordPress
15140,Docker
15140,Linux
15140,MacOS
15140,Slack
15141,Microsoft Azure
15142,AWS
15142,Linux
15145,Linux
15145,Windows
15146,AWS
15146,Docker
15146,Heroku
15146,Slack
15151,iOS
15151,MacOS
15151,Slack
15156,Android
15156,Arduino
15156,AWS
15156,Docker
15156,Google Cloud Platform
15156,Heroku
15156,IBM Cloud or Watson
15156,Kubernetes
15156,Linux
15156,MacOS
15156,Microsoft Azure
15156,Raspberry Pi
15156,Slack
15156,Windows
15158,Android
15158,Docker
15158,Linux
15158,WordPress
15161,Arduino
15161,AWS
15161,Heroku
15162,Windows
15163,Arduino
15163,Docker
15163,Heroku
15163,Linux
15163,Raspberry Pi
15163,Windows
15165,Docker
15165,Kubernetes
15165,Linux
15165,Slack
15166,Linux
