Respondent,Language
11554,HTML/CSS
11554,Java
11554,JavaScript
11554,SQL
11559,HTML/CSS
11559,JavaScript
11559,Python
11559,Ruby
11559,SQL
11563,C#
11563,Dart
11563,Go
11563,Java
11563,Kotlin
11563,Objective-C
11563,PHP
11563,Python
11563,Ruby
11563,Scala
11563,SQL
11563,Swift
11569,Bash/Shell/PowerShell
11569,C
11569,C++
11569,Java
11569,Python
11569,Rust
11569,Scala
11569,Other(s):
11595,Bash/Shell/PowerShell
11595,C#
11595,F#
11595,HTML/CSS
11595,JavaScript
11595,SQL
11595,TypeScript
11573,Java
11573,JavaScript
11573,Python
11573,SQL
11580,C#
11580,HTML/CSS
11580,JavaScript
11580,PHP
11580,SQL
11580,VBA
11581,C#
11581,HTML/CSS
11581,Java
11581,JavaScript
11581,PHP
11581,Python
11581,SQL
11584,C#
11584,JavaScript
11584,SQL
11585,Bash/Shell/PowerShell
11585,C++
11585,Java
11585,JavaScript
11585,Python
11585,SQL
11585,TypeScript
11586,Bash/Shell/PowerShell
11586,C
11586,C++
11586,Go
11586,Java
11586,Python
11589,HTML/CSS
11589,JavaScript
11589,SQL
11589,TypeScript
11592,Bash/Shell/PowerShell
11592,C
11592,C++
11592,C#
11592,HTML/CSS
11592,Java
11592,JavaScript
11592,PHP
11592,Python
11592,SQL
11593,HTML/CSS
11593,Java
11593,JavaScript
11593,SQL
11593,TypeScript
11602,C++
11602,C#
11602,Python
11602,SQL
11607,C#
11607,Dart
11607,HTML/CSS
11607,Java
11607,JavaScript
11607,SQL
11607,TypeScript
11605,Bash/Shell/PowerShell
11605,C#
11605,HTML/CSS
11605,JavaScript
11605,SQL
11605,TypeScript
11608,C#
11608,HTML/CSS
11608,JavaScript
11608,PHP
11608,Rust
11608,SQL
11608,TypeScript
11610,C++
11610,HTML/CSS
11610,Java
11610,JavaScript
11610,SQL
11614,C#
11614,HTML/CSS
11614,JavaScript
11614,SQL
11616,Java
11616,Python
11619,Bash/Shell/PowerShell
11619,C#
11619,HTML/CSS
11619,JavaScript
11619,SQL
11619,TypeScript
11620,Bash/Shell/PowerShell
11620,C#
11620,HTML/CSS
11620,Java
11620,JavaScript
11620,SQL
11621,Go
11621,HTML/CSS
11621,JavaScript
11621,Python
11621,SQL
11623,HTML/CSS
11623,Java
11623,JavaScript
11623,Scala
11625,C#
11625,HTML/CSS
11625,JavaScript
11625,Python
11625,SQL
11625,TypeScript
11632,C#
11632,Java
11632,JavaScript
11632,SQL
11666,Bash/Shell/PowerShell
11666,Go
11666,HTML/CSS
11666,JavaScript
11666,PHP
11666,SQL
11637,C++
11637,HTML/CSS
11637,JavaScript
11637,PHP
11637,Python
11637,SQL
11642,HTML/CSS
11642,Java
11642,JavaScript
11642,Swift
11642,TypeScript
11643,Bash/Shell/PowerShell
11643,C#
11643,F#
11643,HTML/CSS
11643,Java
11643,JavaScript
11643,Python
11643,SQL
11646,Bash/Shell/PowerShell
11646,Go
11646,HTML/CSS
11646,Java
11646,JavaScript
11646,Kotlin
11646,Objective-C
11646,Python
11646,Ruby
11646,SQL
11646,Swift
11646,TypeScript
11647,Bash/Shell/PowerShell
11647,HTML/CSS
11647,Java
11647,JavaScript
11647,PHP
11647,SQL
11648,Bash/Shell/PowerShell
11648,C
11648,Clojure
11648,HTML/CSS
11648,JavaScript
11648,Kotlin
11648,PHP
11648,Python
11648,TypeScript
11652,Bash/Shell/PowerShell
11652,C++
11652,HTML/CSS
11652,Java
11652,JavaScript
11652,PHP
11652,Python
11652,R
11652,SQL
11652,VBA
11654,HTML/CSS
11654,Java
11654,JavaScript
11654,Objective-C
11654,PHP
11654,Python
11654,SQL
11654,Swift
11654,TypeScript
11661,HTML/CSS
11661,Java
11661,PHP
11661,SQL
11667,HTML/CSS
11667,Java
11667,JavaScript
11667,Kotlin
11667,PHP
11667,Python
11667,SQL
11667,Swift
11673,Bash/Shell/PowerShell
11673,Objective-C
11673,Ruby
11673,Swift
11693,C++
11693,Java
11693,JavaScript
11693,PHP
11693,SQL
11676,C
11676,C++
11676,HTML/CSS
11676,JavaScript
11676,PHP
11676,Python
11676,SQL
11679,C#
11679,HTML/CSS
11679,Java
11679,JavaScript
11679,PHP
11679,SQL
11679,TypeScript
11682,Bash/Shell/PowerShell
11682,HTML/CSS
11682,JavaScript
11682,PHP
11682,SQL
11683,HTML/CSS
11683,Python
11683,R
11684,Bash/Shell/PowerShell
11684,HTML/CSS
11684,JavaScript
11684,PHP
11684,SQL
11685,HTML/CSS
11685,Java
11685,Kotlin
11685,PHP
11685,SQL
11685,Other(s):
11687,Bash/Shell/PowerShell
11687,C
11687,C++
11687,C#
11687,Dart
11687,Go
11687,HTML/CSS
11687,Java
11687,JavaScript
11687,Python
11688,Bash/Shell/PowerShell
11688,HTML/CSS
11688,JavaScript
11688,Ruby
11688,SQL
11688,TypeScript
11689,Bash/Shell/PowerShell
11689,HTML/CSS
11689,Java
11689,JavaScript
11689,Python
11689,Ruby
11689,SQL
11690,Bash/Shell/PowerShell
11690,HTML/CSS
11690,Java
11690,JavaScript
11690,SQL
11690,TypeScript
11692,Elixir
11692,HTML/CSS
11692,JavaScript
11692,Python
11692,Ruby
11692,SQL
11699,Java
11699,JavaScript
11699,Kotlin
11699,SQL
11701,Java
11701,SQL
11703,HTML/CSS
11703,JavaScript
11703,TypeScript
11708,C#
11708,HTML/CSS
11708,JavaScript
11708,SQL
11708,TypeScript
11709,Assembly
11709,C
11709,Java
11709,Kotlin
11709,Python
11713,Java
11713,Ruby
11710,Bash/Shell/PowerShell
11710,C
11710,C#
11710,HTML/CSS
11710,JavaScript
11710,SQL
11710,TypeScript
11717,Bash/Shell/PowerShell
11717,Python
11717,R
11717,SQL
11720,HTML/CSS
11720,JavaScript
11720,TypeScript
11721,C#
11721,JavaScript
11725,Bash/Shell/PowerShell
11725,JavaScript
11725,Python
11725,Ruby
11725,TypeScript
11727,Erlang
11727,Java
11727,JavaScript
11727,Kotlin
11727,SQL
11727,TypeScript
11729,HTML/CSS
11729,JavaScript
11729,PHP
11729,Python
11729,SQL
11731,Bash/Shell/PowerShell
11731,C#
11731,HTML/CSS
11731,Java
11731,JavaScript
11731,SQL
11735,Java
11735,JavaScript
11735,TypeScript
11738,C++
11738,C#
11738,Clojure
11738,Elixir
11738,F#
11738,HTML/CSS
11738,JavaScript
11738,Python
11738,Ruby
11738,SQL
11739,HTML/CSS
11739,JavaScript
11739,Python
11743,Java
11743,SQL
11769,JavaScript
11769,PHP
11769,SQL
11744,C#
11744,Go
11744,HTML/CSS
11744,JavaScript
11744,Python
11744,Ruby
11744,Scala
11744,SQL
11744,TypeScript
11746,HTML/CSS
11746,Java
11746,JavaScript
11746,PHP
11746,Python
11746,TypeScript
11748,C
11748,C++
11748,C#
11748,HTML/CSS
11748,Java
11748,JavaScript
11748,PHP
11748,SQL
11748,Swift
11752,Bash/Shell/PowerShell
11752,C++
11752,Go
11752,Python
11752,SQL
11754,HTML/CSS
11754,JavaScript
11754,PHP
11754,SQL
11760,C#
11760,HTML/CSS
11760,Java
11760,JavaScript
11760,Python
11761,Bash/Shell/PowerShell
11761,HTML/CSS
11761,Java
11761,JavaScript
11761,Python
11761,SQL
11761,TypeScript
11763,Bash/Shell/PowerShell
11763,HTML/CSS
11763,JavaScript
11763,Python
11763,SQL
11764,C
11764,C++
11764,Go
11764,HTML/CSS
11764,JavaScript
11764,PHP
11764,Ruby
11767,Bash/Shell/PowerShell
11767,Go
11767,HTML/CSS
11767,JavaScript
11767,SQL
11767,TypeScript
11771,Bash/Shell/PowerShell
11771,C++
11771,Python
11772,Other(s):
11775,Bash/Shell/PowerShell
11775,Java
11775,JavaScript
11775,Kotlin
11775,SQL
11775,Other(s):
11777,C#
11777,HTML/CSS
11777,JavaScript
11777,SQL
11777,TypeScript
11783,Bash/Shell/PowerShell
11783,C++
11783,C#
11783,HTML/CSS
11783,Java
11783,JavaScript
11783,Python
11783,SQL
11786,Bash/Shell/PowerShell
11786,HTML/CSS
11786,Java
11786,JavaScript
11786,PHP
11786,SQL
11788,JavaScript
11788,PHP
11789,C#
11789,HTML/CSS
11789,JavaScript
11789,SQL
11791,HTML/CSS
11791,JavaScript
11791,PHP
11791,Ruby
11792,HTML/CSS
11792,Java
11792,JavaScript
11792,PHP
11792,Python
11792,SQL
11792,TypeScript
11793,HTML/CSS
11793,JavaScript
11793,PHP
11799,Bash/Shell/PowerShell
11799,HTML/CSS
11799,Java
11799,JavaScript
11799,PHP
11799,Python
11799,R
11799,SQL
11799,VBA
11794,Bash/Shell/PowerShell
11794,Go
11794,HTML/CSS
11794,JavaScript
11794,Ruby
11794,TypeScript
11796,Bash/Shell/PowerShell
11796,C#
11796,HTML/CSS
11796,JavaScript
11796,Python
11796,SQL
11798,Bash/Shell/PowerShell
11798,Python
11800,C#
11800,HTML/CSS
11800,JavaScript
11800,SQL
11801,Bash/Shell/PowerShell
11801,HTML/CSS
11801,Java
11801,JavaScript
11801,Python
11803,HTML/CSS
11803,JavaScript
11803,PHP
11803,Python
11803,SQL
11807,Assembly
11807,Bash/Shell/PowerShell
11807,C
11807,C++
11807,JavaScript
11807,Python
11807,Rust
11807,SQL
11807,TypeScript
11807,Other(s):
11812,C
11812,C++
11812,C#
11812,HTML/CSS
11812,Java
11812,JavaScript
11812,Kotlin
11812,PHP
11812,Swift
11815,Bash/Shell/PowerShell
11815,Go
11815,HTML/CSS
11815,JavaScript
11815,SQL
11818,HTML/CSS
11818,JavaScript
11818,Objective-C
11818,PHP
11819,Bash/Shell/PowerShell
11819,C
11819,C++
11819,Erlang
11819,Go
11819,Java
11819,JavaScript
11819,Objective-C
11819,Python
11819,SQL
11819,Swift
11821,C#
11821,HTML/CSS
11821,JavaScript
11821,SQL
11831,C
11831,C++
11831,HTML/CSS
11831,Java
11831,JavaScript
11831,PHP
11831,Ruby
11831,TypeScript
11835,Bash/Shell/PowerShell
11835,C
11835,C++
11835,C#
11835,Java
11835,JavaScript
11835,Objective-C
11835,Python
11835,Scala
11835,SQL
11837,Bash/Shell/PowerShell
11837,C
11837,C++
11837,HTML/CSS
11837,JavaScript
11837,Python
11837,SQL
11838,Bash/Shell/PowerShell
11838,HTML/CSS
11838,JavaScript
11838,Python
11838,SQL
11840,Bash/Shell/PowerShell
11840,HTML/CSS
11840,Java
11840,JavaScript
11840,R
11841,Bash/Shell/PowerShell
11841,C
11841,HTML/CSS
11841,JavaScript
11841,Python
11841,R
11841,Ruby
11841,SQL
11841,TypeScript
11845,HTML/CSS
11845,Java
11845,JavaScript
11845,SQL
11847,Bash/Shell/PowerShell
11847,Go
11847,HTML/CSS
11847,JavaScript
11847,Kotlin
11847,PHP
11847,Python
11847,SQL
11847,TypeScript
11849,C++
11849,HTML/CSS
11849,JavaScript
11849,Python
11849,R
11849,SQL
11873,C#
11873,HTML/CSS
11873,JavaScript
11873,PHP
11850,C#
11850,HTML/CSS
11850,Java
11850,JavaScript
11850,TypeScript
11852,Bash/Shell/PowerShell
11852,C#
11852,HTML/CSS
11852,JavaScript
11852,PHP
11852,Python
11855,Bash/Shell/PowerShell
11855,C
11855,Clojure
11855,Dart
11855,HTML/CSS
11855,JavaScript
11855,Kotlin
11855,Python
11855,TypeScript
11856,HTML/CSS
11856,JavaScript
11856,SQL
11858,Elixir
11858,Erlang
11858,HTML/CSS
11858,Ruby
11858,SQL
11858,Other(s):
11860,C#
11860,Clojure
11860,JavaScript
11860,SQL
11860,TypeScript
11863,C++
11863,HTML/CSS
11863,Java
11863,JavaScript
11863,SQL
11865,HTML/CSS
11865,Java
11865,JavaScript
11870,C
11870,C++
11870,HTML/CSS
11870,JavaScript
11870,PHP
11870,SQL
11871,C#
11875,C#
11875,HTML/CSS
11875,Java
11875,JavaScript
11875,Python
11875,SQL
11876,Dart
11876,Java
11876,JavaScript
11876,Kotlin
11876,Python
11876,Other(s):
11879,Bash/Shell/PowerShell
11879,HTML/CSS
11879,JavaScript
11879,PHP
11879,Python
11879,SQL
11879,TypeScript
11879,Other(s):
11885,Objective-C
11885,Python
11885,Swift
11889,Go
11889,Java
11889,Scala
11890,C#
11891,Java
11891,JavaScript
11891,SQL
11892,HTML/CSS
11892,JavaScript
11892,SQL
11892,TypeScript
11893,HTML/CSS
11893,JavaScript
11893,PHP
11895,HTML/CSS
11895,Java
11895,JavaScript
11895,SQL
11895,TypeScript
11901,C#
11901,Go
11901,HTML/CSS
11901,Java
11901,JavaScript
11901,SQL
11910,C#
11910,HTML/CSS
11910,JavaScript
11910,SQL
11910,TypeScript
11911,C#
11911,HTML/CSS
11911,JavaScript
11911,TypeScript
11913,Bash/Shell/PowerShell
11913,Java
11915,C
11915,C++
11915,C#
11915,HTML/CSS
11915,Java
11915,JavaScript
11915,Python
11915,SQL
11915,Swift
11916,Assembly
11916,Bash/Shell/PowerShell
11916,C
11916,C++
11916,HTML/CSS
11916,JavaScript
11916,Python
11916,Ruby
11916,SQL
11916,Swift
11916,TypeScript
11916,Other(s):
11927,C++
11927,C#
11927,JavaScript
11927,SQL
11928,Bash/Shell/PowerShell
11928,Java
11928,Python
11928,Ruby
11934,C++
11934,C#
11934,Go
11934,HTML/CSS
11934,Java
11934,JavaScript
11934,Objective-C
11934,PHP
11934,Ruby
11934,SQL
11934,Swift
11934,TypeScript
11935,Bash/Shell/PowerShell
11935,HTML/CSS
11935,Java
11935,JavaScript
11935,SQL
11935,TypeScript
11937,C
11937,C#
11937,Dart
11937,HTML/CSS
11937,JavaScript
11937,Python
11937,SQL
11939,HTML/CSS
11939,JavaScript
11939,Python
11939,R
11939,SQL
11939,Other(s):
11953,HTML/CSS
11953,JavaScript
11953,Python
11953,R
11953,SQL
11954,Bash/Shell/PowerShell
11954,HTML/CSS
11954,Python
11954,Other(s):
11955,Bash/Shell/PowerShell
11955,Java
11955,Python
11956,HTML/CSS
11956,JavaScript
11956,Objective-C
11956,PHP
11956,Swift
11957,Bash/Shell/PowerShell
11957,C#
11957,HTML/CSS
11957,JavaScript
11957,PHP
11957,Python
11957,SQL
11960,Go
11960,Kotlin
11960,Scala
11966,C#
11967,JavaScript
11967,Python
11971,Bash/Shell/PowerShell
11971,C#
11971,HTML/CSS
11971,JavaScript
11971,PHP
11971,Python
11971,SQL
11972,HTML/CSS
11972,Java
11972,JavaScript
11973,C#
11973,Java
11973,R
11973,SQL
11974,HTML/CSS
11974,Java
11974,JavaScript
11974,PHP
11974,SQL
11976,C++
11976,Java
11976,Swift
11977,Elixir
11977,JavaScript
11977,Ruby
11978,HTML/CSS
11978,Java
11978,JavaScript
11978,SQL
11980,Bash/Shell/PowerShell
11980,HTML/CSS
11980,Java
11980,JavaScript
11980,Python
11980,SQL
11986,C#
11986,HTML/CSS
11986,JavaScript
11986,SQL
11987,Go
11987,HTML/CSS
11987,JavaScript
11987,Python
11987,SQL
11987,TypeScript
11988,C#
11988,HTML/CSS
11988,JavaScript
11988,SQL
11988,TypeScript
11990,Go
11990,HTML/CSS
11990,JavaScript
11990,Python
11990,SQL
11994,Bash/Shell/PowerShell
11994,HTML/CSS
11994,JavaScript
11994,Python
11994,SQL
11999,Bash/Shell/PowerShell
11999,C#
11999,SQL
12000,HTML/CSS
12000,JavaScript
12000,SQL
12000,Other(s):
12002,Bash/Shell/PowerShell
12002,HTML/CSS
12002,Java
12002,JavaScript
12002,Python
12002,Scala
12002,SQL
12004,HTML/CSS
12004,JavaScript
12004,PHP
12008,Bash/Shell/PowerShell
12008,C#
12008,HTML/CSS
12008,JavaScript
12008,SQL
12011,Java
12011,JavaScript
12011,SQL
12015,HTML/CSS
12015,Java
12015,JavaScript
12015,Python
12015,TypeScript
12023,C#
12023,HTML/CSS
12023,JavaScript
12023,PHP
12023,Python
12023,SQL
12023,TypeScript
12023,VBA
12024,HTML/CSS
12024,JavaScript
12024,Ruby
12024,SQL
12025,Java
12025,JavaScript
12025,SQL
12025,TypeScript
12026,Clojure
12026,Go
12026,HTML/CSS
12026,Java
12026,JavaScript
12026,Python
12026,SQL
12026,TypeScript
12027,Java
12031,C#
12031,HTML/CSS
12031,Java
12031,JavaScript
12034,HTML/CSS
12034,JavaScript
12034,PHP
12034,Python
12034,SQL
12035,HTML/CSS
12035,Java
12035,JavaScript
12035,Kotlin
12044,Bash/Shell/PowerShell
12044,HTML/CSS
12044,JavaScript
12044,Python
12044,SQL
12050,C++
12050,C#
12050,HTML/CSS
12050,Java
12050,JavaScript
12050,Ruby
12050,TypeScript
12054,Bash/Shell/PowerShell
12054,C
12054,HTML/CSS
12054,JavaScript
12054,PHP
12054,SQL
12076,Bash/Shell/PowerShell
12076,Java
12076,Python
12076,SQL
12067,HTML/CSS
12067,JavaScript
12067,Python
12067,SQL
12067,TypeScript
12073,Kotlin
12079,Java
12079,Objective-C
12079,SQL
12079,Other(s):
12081,Bash/Shell/PowerShell
12081,HTML/CSS
12081,JavaScript
12081,SQL
12081,Other(s):
12083,C#
12083,HTML/CSS
12083,Java
12083,JavaScript
12083,PHP
12083,Python
12083,SQL
12083,TypeScript
12091,Bash/Shell/PowerShell
12091,C
12091,C++
12091,Python
12091,Rust
12093,C#
12093,Java
12093,JavaScript
12093,SQL
12094,Go
12094,HTML/CSS
12094,Java
12094,Python
12096,HTML/CSS
12096,Java
12096,JavaScript
12096,PHP
12096,SQL
12096,VBA
12097,C#
12097,Java
12097,Kotlin
12097,Swift
12102,Bash/Shell/PowerShell
12102,HTML/CSS
12102,JavaScript
12102,PHP
12102,SQL
12103,Bash/Shell/PowerShell
12103,C#
12103,Python
12103,SQL
12108,HTML/CSS
12108,JavaScript
12108,PHP
12108,SQL
12109,C
12109,SQL
12109,Other(s):
12115,C
12115,C++
12115,C#
12115,HTML/CSS
12115,JavaScript
12115,PHP
12115,SQL
12117,Bash/Shell/PowerShell
12117,HTML/CSS
12117,Python
12117,R
12117,SQL
12119,Bash/Shell/PowerShell
12119,Java
12119,SQL
12125,HTML/CSS
12125,JavaScript
12125,PHP
12125,TypeScript
12132,Bash/Shell/PowerShell
12132,C++
12132,C#
12132,TypeScript
12129,Bash/Shell/PowerShell
12129,C#
12129,F#
12129,HTML/CSS
12129,JavaScript
12129,Ruby
12129,SQL
12129,TypeScript
12129,WebAssembly
12131,Bash/Shell/PowerShell
12131,SQL
12136,Dart
12136,Go
12136,HTML/CSS
12136,Java
12136,JavaScript
12136,PHP
12136,Ruby
12136,SQL
12142,Assembly
12142,HTML/CSS
12142,JavaScript
12142,R
12142,Ruby
12140,C#
12140,HTML/CSS
12140,JavaScript
12140,PHP
12140,Python
12140,SQL
12140,TypeScript
12144,C#
12144,JavaScript
12144,Ruby
12151,Bash/Shell/PowerShell
12151,C#
12151,Go
12151,HTML/CSS
12151,Java
12151,JavaScript
12151,Python
12151,SQL
12157,HTML/CSS
12157,JavaScript
12160,Bash/Shell/PowerShell
12160,C#
12160,HTML/CSS
12160,JavaScript
12160,SQL
12160,VBA
12161,Bash/Shell/PowerShell
12161,HTML/CSS
12161,JavaScript
12161,PHP
12161,Python
12161,SQL
12162,Bash/Shell/PowerShell
12162,C++
12162,HTML/CSS
12162,Java
12162,Objective-C
12162,PHP
12162,SQL
12162,Swift
12167,Java
12167,JavaScript
12167,SQL
12167,TypeScript
12169,Bash/Shell/PowerShell
12169,C++
12169,Java
12169,Python
12170,Bash/Shell/PowerShell
12170,C++
12170,HTML/CSS
12170,JavaScript
12170,Python
12174,Elixir
12174,F#
12174,HTML/CSS
12174,JavaScript
12174,Python
12174,Other(s):
12176,C
12192,Clojure
12192,Python
12180,Java
12180,JavaScript
12180,Kotlin
12180,PHP
12180,SQL
12180,Other(s):
12183,HTML/CSS
12183,JavaScript
12183,PHP
12183,Python
12183,SQL
12183,Other(s):
12186,HTML/CSS
12186,Java
12186,JavaScript
12186,Ruby
12188,Bash/Shell/PowerShell
12188,Java
12188,Rust
12188,Scala
12190,Bash/Shell/PowerShell
12190,C++
12190,Clojure
12190,Dart
12190,HTML/CSS
12190,Java
12190,JavaScript
12190,Python
12190,Rust
12190,Swift
12190,TypeScript
12196,JavaScript
12196,Python
12196,Scala
12196,SQL
12196,TypeScript
12197,Bash/Shell/PowerShell
12197,Clojure
12197,Go
12197,HTML/CSS
12197,Java
12197,JavaScript
12197,Kotlin
12197,Python
12197,SQL
12200,HTML/CSS
12200,JavaScript
12200,PHP
12200,Python
12202,Java
12202,Python
12202,SQL
12212,C++
12212,PHP
12224,Bash/Shell/PowerShell
12224,C#
12224,Clojure
12224,Go
12224,HTML/CSS
12224,Java
12224,JavaScript
12224,Python
12224,Ruby
12224,Scala
12224,TypeScript
12226,Bash/Shell/PowerShell
12226,Java
12226,JavaScript
12226,Python
12226,Scala
12226,SQL
12227,Java
12230,Assembly
12230,Bash/Shell/PowerShell
12230,C
12230,Go
12230,HTML/CSS
12230,Java
12230,JavaScript
12230,PHP
12230,Python
12230,SQL
12230,TypeScript
12231,Bash/Shell/PowerShell
12231,HTML/CSS
12231,JavaScript
12231,PHP
12231,SQL
12231,TypeScript
12234,Go
12234,HTML/CSS
12234,Java
12234,JavaScript
12234,Kotlin
12237,Java
12237,Python
12239,Bash/Shell/PowerShell
12239,C#
12239,HTML/CSS
12239,JavaScript
12239,SQL
12240,C#
12240,F#
12240,SQL
12242,Bash/Shell/PowerShell
12242,C#
12242,HTML/CSS
12242,Java
12242,JavaScript
12242,SQL
12242,TypeScript
12243,Bash/Shell/PowerShell
12243,C#
12243,HTML/CSS
12243,Java
12243,JavaScript
12243,Python
12243,Scala
12243,SQL
12246,C
12246,Go
12246,HTML/CSS
12246,JavaScript
12246,PHP
12246,Python
12246,SQL
12250,Bash/Shell/PowerShell
12250,C++
12250,C#
12250,HTML/CSS
12250,Java
12250,JavaScript
12250,Python
12250,SQL
12250,TypeScript
12252,HTML/CSS
12252,JavaScript
12252,Ruby
12252,SQL
12255,Bash/Shell/PowerShell
12255,Java
12255,SQL
12255,TypeScript
12259,Java
12259,JavaScript
12259,Kotlin
12259,SQL
12261,Assembly
12261,Bash/Shell/PowerShell
12261,C
12261,C++
12261,C#
12261,HTML/CSS
12261,Java
12261,JavaScript
12261,PHP
12265,C#
12265,HTML/CSS
12265,JavaScript
12265,SQL
12265,TypeScript
12268,C#
12268,HTML/CSS
12268,JavaScript
12268,PHP
12268,SQL
12273,HTML/CSS
12273,JavaScript
12273,TypeScript
12276,Bash/Shell/PowerShell
12276,C#
12276,HTML/CSS
12276,JavaScript
12276,PHP
12276,SQL
12276,TypeScript
12281,HTML/CSS
12281,JavaScript
12281,PHP
12281,SQL
12281,TypeScript
12282,Java
12282,JavaScript
12282,Scala
12284,C#
12284,HTML/CSS
12284,JavaScript
12284,SQL
12284,TypeScript
12287,HTML/CSS
12287,JavaScript
12287,Python
12291,C#
12291,HTML/CSS
12291,JavaScript
12291,PHP
12291,Python
12291,SQL
12291,TypeScript
12291,Other(s):
12293,C
12293,C++
12293,HTML/CSS
12293,Java
12293,JavaScript
12293,TypeScript
12302,Bash/Shell/PowerShell
12302,Python
12302,Other(s):
12303,C#
12303,HTML/CSS
12303,JavaScript
12303,SQL
12306,Java
12306,Kotlin
12309,Bash/Shell/PowerShell
12309,HTML/CSS
12309,JavaScript
12309,PHP
12309,Python
12309,SQL
12309,VBA
12320,C#
12320,Go
12320,HTML/CSS
12320,JavaScript
12320,SQL
12322,Bash/Shell/PowerShell
12322,HTML/CSS
12322,JavaScript
12322,PHP
12322,Python
12322,SQL
12323,Python
12323,Other(s):
12325,C#
12325,HTML/CSS
12325,SQL
12325,VBA
12325,Other(s):
12327,Bash/Shell/PowerShell
12327,C#
12327,Go
12327,HTML/CSS
12327,Java
12327,Python
12336,HTML/CSS
12336,Java
12336,JavaScript
12336,Python
12336,SQL
12336,VBA
12340,JavaScript
12340,PHP
12340,SQL
12370,Bash/Shell/PowerShell
12370,HTML/CSS
12370,Java
12370,JavaScript
12370,Ruby
12370,SQL
12370,TypeScript
12346,HTML/CSS
12346,PHP
12346,Python
12346,SQL
12350,Bash/Shell/PowerShell
12350,HTML/CSS
12350,JavaScript
12350,Python
12355,C#
12355,HTML/CSS
12355,Java
12355,JavaScript
12355,Objective-C
12355,SQL
12355,Swift
12355,VBA
12360,HTML/CSS
12360,Java
12360,JavaScript
12360,SQL
12360,TypeScript
12361,Bash/Shell/PowerShell
12361,C#
12361,VBA
12362,HTML/CSS
12362,JavaScript
12362,Objective-C
12362,PHP
12362,Python
12365,Go
12365,Python
12365,Ruby
12365,SQL
12367,HTML/CSS
12367,JavaScript
12367,Python
12367,Ruby
12367,SQL
12367,TypeScript
12371,C
12371,HTML/CSS
12371,Java
12371,JavaScript
12371,PHP
12371,SQL
12371,Swift
12374,C#
12374,HTML/CSS
12374,JavaScript
12374,SQL
12374,Other(s):
12375,HTML/CSS
12375,JavaScript
12375,PHP
12375,Python
12375,Ruby
12375,SQL
12375,TypeScript
12377,Bash/Shell/PowerShell
12377,C++
12377,Go
12377,Python
12377,SQL
12377,VBA
12380,C#
12380,Objective-C
12380,Python
12380,Ruby
12380,Swift
12384,Bash/Shell/PowerShell
12384,Go
12384,JavaScript
12384,Python
12384,Ruby
12386,Bash/Shell/PowerShell
12386,HTML/CSS
12386,Java
12386,JavaScript
12386,PHP
12386,Ruby
12386,SQL
12386,TypeScript
12387,C++
12387,C#
12387,HTML/CSS
12387,JavaScript
12387,Kotlin
12387,PHP
12387,SQL
12388,C
12388,C++
12388,Python
12388,SQL
12390,Bash/Shell/PowerShell
12390,HTML/CSS
12390,JavaScript
12390,PHP
12396,Java
12396,SQL
12426,Bash/Shell/PowerShell
12426,Dart
12426,HTML/CSS
12426,Java
12426,JavaScript
12426,PHP
12426,SQL
12403,Bash/Shell/PowerShell
12403,HTML/CSS
12403,JavaScript
12403,Python
12403,SQL
12403,Swift
12405,Kotlin
12405,Swift
12405,Other(s):
12408,Bash/Shell/PowerShell
12408,C#
12408,HTML/CSS
12408,Java
12408,JavaScript
12408,Python
12408,TypeScript
12410,Bash/Shell/PowerShell
12410,HTML/CSS
12410,Java
12410,JavaScript
12410,PHP
12410,R
12410,SQL
12410,TypeScript
12412,HTML/CSS
12412,Java
12412,JavaScript
12412,SQL
12412,Swift
12414,Java
12414,JavaScript
12414,Ruby
12424,Objective-C
12424,Swift
12434,Java
12434,JavaScript
12434,Python
12434,R
12434,SQL
12435,Bash/Shell/PowerShell
12435,C
12435,C++
12435,C#
12435,HTML/CSS
12435,Java
12435,JavaScript
12435,Kotlin
12435,Python
12435,TypeScript
12441,Bash/Shell/PowerShell
12441,C#
12441,HTML/CSS
12441,JavaScript
12441,Python
12443,C#
12443,Go
12443,SQL
12443,TypeScript
12444,C
12444,Java
12444,Objective-C
12444,Python
12444,Swift
12446,Go
12446,HTML/CSS
12446,JavaScript
12446,Ruby
12447,Bash/Shell/PowerShell
12447,HTML/CSS
12447,Java
12447,JavaScript
12447,Kotlin
12447,Python
12447,Ruby
12447,SQL
12447,Swift
12448,C#
12448,HTML/CSS
12448,JavaScript
12448,SQL
12448,TypeScript
12453,C#
12453,HTML/CSS
12453,JavaScript
12453,Python
12453,R
12453,Scala
12453,SQL
12454,HTML/CSS
12454,JavaScript
12454,Objective-C
12454,Swift
12454,Other(s):
12457,Bash/Shell/PowerShell
12457,HTML/CSS
12457,Java
12457,JavaScript
12457,Python
12457,SQL
12456,HTML/CSS
12456,Java
12456,JavaScript
12456,SQL
12458,C#
12458,HTML/CSS
12458,Java
12458,JavaScript
12458,Kotlin
12458,Scala
12458,SQL
12509,Java
12509,Python
12509,SQL
12463,Bash/Shell/PowerShell
12463,Go
12463,HTML/CSS
12463,Java
12463,JavaScript
12463,PHP
12463,SQL
12463,TypeScript
12466,Elixir
12466,HTML/CSS
12466,Java
12466,JavaScript
12466,PHP
12466,SQL
12466,Swift
