Respondent,DevType
13072,"Developer, mobile"
13072,"Developer, QA or test"
13075,"Developer, back-end"
13075,"Developer, desktop or enterprise applications"
13075,"Developer, front-end"
13075,"Developer, full-stack"
13075,"Developer, mobile"
13082,"Developer, back-end"
13084,"Developer, full-stack"
13087,"Developer, back-end"
13087,"Developer, mobile"
13087,Product manager
13093,"Developer, desktop or enterprise applications"
13093,"Developer, embedded applications or devices"
13093,"Developer, front-end"
13091,"Developer, full-stack"
13095,"Developer, back-end"
13095,"Developer, desktop or enterprise applications"
13095,"Developer, full-stack"
13098,"Developer, back-end"
13098,"Developer, desktop or enterprise applications"
13098,"Developer, full-stack"
13098,Engineering manager
13130,"Developer, back-end"
13130,"Developer, desktop or enterprise applications"
13130,"Developer, embedded applications or devices"
13102,"Developer, embedded applications or devices"
13102,"Developer, front-end"
13102,"Developer, full-stack"
13102,"Developer, mobile"
13107,Database administrator
13107,"Developer, back-end"
13107,"Developer, front-end"
13107,"Developer, full-stack"
13107,Senior executive/VP
13107,System administrator
13110,"Developer, front-end"
13110,"Developer, full-stack"
13110,"Developer, mobile"
13112,Academic researcher
13112,"Developer, back-end"
13112,"Developer, desktop or enterprise applications"
13112,"Developer, embedded applications or devices"
13112,"Developer, front-end"
13112,"Developer, full-stack"
13112,"Developer, mobile"
13112,DevOps specialist
13113,"Developer, back-end"
13113,"Developer, desktop or enterprise applications"
13116,DevOps specialist
13117,Engineering manager
13121,"Developer, back-end"
13121,"Developer, front-end"
13121,"Developer, full-stack"
13129,"Developer, full-stack"
13132,Data or business analyst
13132,Data scientist or machine learning specialist
13132,"Developer, back-end"
13132,"Developer, front-end"
13132,"Developer, full-stack"
13132,DevOps specialist
13132,"Engineer, data"
13133,"Developer, back-end"
13133,"Developer, desktop or enterprise applications"
13133,"Developer, front-end"
13133,"Developer, full-stack"
13155,"Developer, full-stack"
13136,"Developer, back-end"
13136,"Developer, front-end"
13136,"Developer, full-stack"
13136,"Engineer, site reliability"
13138,"Developer, back-end"
13138,"Developer, front-end"
13138,"Developer, full-stack"
13140,Academic researcher
13140,Data scientist or machine learning specialist
13140,"Developer, back-end"
13140,Scientist
13140,Student
13141,"Developer, back-end"
13141,"Developer, front-end"
13141,"Developer, full-stack"
13141,"Developer, mobile"
13142,"Developer, back-end"
13142,"Developer, full-stack"
13145,"Developer, back-end"
13145,"Developer, front-end"
13145,"Developer, full-stack"
13145,Student
13146,"Developer, full-stack"
13146,"Developer, mobile"
13147,Academic researcher
13147,"Developer, full-stack"
13147,System administrator
13153,"Developer, back-end"
13153,"Developer, desktop or enterprise applications"
13153,"Developer, embedded applications or devices"
13153,"Developer, front-end"
13153,"Developer, full-stack"
13153,"Developer, QA or test"
13153,Scientist
13159,"Developer, full-stack"
13160,Academic researcher
13160,"Developer, full-stack"
13161,Database administrator
13161,Designer
13161,"Developer, back-end"
13161,"Developer, front-end"
13161,"Developer, full-stack"
13161,"Developer, mobile"
13161,"Developer, QA or test"
13161,Product manager
13161,Senior executive/VP
13163,"Developer, front-end"
13164,Database administrator
13164,"Developer, back-end"
13164,"Developer, desktop or enterprise applications"
13164,"Developer, mobile"
13164,Product manager
13165,"Developer, back-end"
13166,"Developer, front-end"
13166,"Developer, full-stack"
13170,System administrator
13173,"Developer, back-end"
13173,"Developer, desktop or enterprise applications"
13173,"Developer, front-end"
13173,"Developer, full-stack"
13173,DevOps specialist
13173,Product manager
13178,Designer
13178,"Developer, back-end"
13178,"Developer, front-end"
13178,"Developer, full-stack"
13178,"Developer, mobile"
13183,"Developer, mobile"
13183,DevOps specialist
13185,"Developer, full-stack"
13186,Data or business analyst
13186,Data scientist or machine learning specialist
13186,"Developer, back-end"
13186,"Engineer, data"
13189,"Developer, back-end"
13189,System administrator
13193,"Developer, back-end"
13193,"Developer, full-stack"
13193,System administrator
13195,Database administrator
13195,"Developer, back-end"
13195,"Developer, desktop or enterprise applications"
13195,"Developer, front-end"
13195,"Developer, full-stack"
13198,"Developer, front-end"
13198,System administrator
13206,"Developer, front-end"
13206,"Developer, full-stack"
13203,Scientist
13209,"Developer, front-end"
13209,"Developer, full-stack"
13210,"Developer, back-end"
13210,"Developer, desktop or enterprise applications"
13210,"Developer, embedded applications or devices"
13210,"Developer, QA or test"
13210,System administrator
13211,"Developer, back-end"
13211,"Developer, desktop or enterprise applications"
13211,"Developer, full-stack"
13211,"Developer, mobile"
13212,"Developer, back-end"
13212,"Developer, front-end"
13212,"Developer, game or graphics"
13213,"Developer, desktop or enterprise applications"
13213,"Developer, full-stack"
13213,Engineering manager
13215,"Developer, front-end"
13221,"Developer, full-stack"
13223,"Developer, back-end"
13223,"Developer, front-end"
13223,"Developer, full-stack"
13223,Engineering manager
13223,System administrator
13225,Academic researcher
13225,Student
13226,"Developer, back-end"
13226,"Developer, front-end"
13226,"Developer, full-stack"
13226,DevOps specialist
13226,System administrator
13229,"Developer, back-end"
13229,"Developer, full-stack"
13229,Student
13245,"Developer, back-end"
13245,"Developer, front-end"
13245,"Developer, full-stack"
13232,"Developer, full-stack"
13235,"Developer, back-end"
13235,"Developer, front-end"
13235,"Developer, full-stack"
13236,"Developer, back-end"
13236,"Developer, desktop or enterprise applications"
13236,"Developer, front-end"
13236,"Developer, full-stack"
13236,Student
13240,"Developer, back-end"
13240,"Developer, desktop or enterprise applications"
13240,"Developer, front-end"
13240,"Developer, full-stack"
13241,"Developer, back-end"
13241,"Developer, front-end"
13241,"Developer, full-stack"
13241,"Developer, mobile"
13244,"Developer, full-stack"
13248,"Developer, back-end"
13248,DevOps specialist
13248,Educator
13250,Data or business analyst
13250,"Developer, back-end"
13250,"Developer, desktop or enterprise applications"
13259,"Developer, full-stack"
13260,Academic researcher
13260,"Developer, back-end"
13260,System administrator
13263,"Developer, back-end"
13263,"Developer, embedded applications or devices"
13263,Student
13261,"Developer, desktop or enterprise applications"
13264,"Developer, mobile"
13266,"Developer, desktop or enterprise applications"
13266,Engineering manager
13270,"Developer, back-end"
13270,"Developer, full-stack"
13271,Product manager
13275,"Developer, back-end"
13276,"Developer, mobile"
13277,Designer
13277,"Developer, front-end"
13278,"Developer, full-stack"
13278,"Developer, mobile"
13284,"Developer, back-end"
13284,"Developer, full-stack"
13287,Database administrator
13287,"Developer, back-end"
13287,"Engineer, data"
13290,"Developer, mobile"
13292,"Developer, back-end"
13292,"Developer, desktop or enterprise applications"
13292,"Developer, front-end"
13292,"Developer, full-stack"
13292,"Developer, mobile"
13293,"Developer, full-stack"
13294,"Developer, back-end"
13295,Academic researcher
13295,Database administrator
13295,"Developer, back-end"
13295,"Developer, desktop or enterprise applications"
13295,"Developer, full-stack"
13296,"Developer, back-end"
13296,"Engineer, data"
13297,Academic researcher
13297,"Developer, back-end"
13297,"Developer, front-end"
13297,"Developer, full-stack"
13297,Scientist
13302,"Developer, front-end"
13303,Database administrator
13303,"Developer, back-end"
13303,"Developer, desktop or enterprise applications"
13303,"Developer, embedded applications or devices"
13303,"Developer, front-end"
13303,"Developer, full-stack"
13303,"Developer, game or graphics"
13303,"Developer, mobile"
13303,Senior executive/VP
13303,System administrator
13306,"Developer, full-stack"
13306,Engineering manager
13308,"Developer, back-end"
13308,"Developer, front-end"
13308,"Developer, full-stack"
13309,"Developer, front-end"
13309,"Developer, full-stack"
13312,Academic researcher
13312,Data or business analyst
13312,"Developer, back-end"
13312,"Developer, front-end"
13312,"Developer, full-stack"
13312,"Developer, game or graphics"
13312,"Developer, mobile"
13312,"Developer, QA or test"
13312,"Engineer, data"
13312,Scientist
13321,"Developer, back-end"
13321,"Developer, front-end"
13321,"Developer, full-stack"
13321,"Developer, mobile"
13321,"Developer, QA or test"
13324,"Developer, back-end"
13324,"Developer, full-stack"
13332,"Developer, back-end"
13332,"Developer, desktop or enterprise applications"
13332,"Developer, front-end"
13332,"Developer, full-stack"
13332,"Developer, mobile"
13333,"Developer, back-end"
13333,"Developer, desktop or enterprise applications"
13333,Student
13334,"Developer, mobile"
13337,"Developer, back-end"
13337,"Developer, desktop or enterprise applications"
13337,"Developer, front-end"
13337,"Developer, full-stack"
13337,Engineering manager
13338,"Developer, full-stack"
13341,"Developer, full-stack"
13342,"Developer, back-end"
13342,"Developer, desktop or enterprise applications"
13342,"Developer, front-end"
13342,"Developer, full-stack"
13345,Academic researcher
13345,"Developer, full-stack"
13345,Scientist
13348,"Developer, back-end"
13348,"Developer, mobile"
13349,DevOps specialist
13349,"Engineer, site reliability"
13349,System administrator
13351,"Developer, full-stack"
13357,"Developer, full-stack"
13357,"Engineer, data"
13358,Data or business analyst
13358,Data scientist or machine learning specialist
13358,"Developer, back-end"
13358,Scientist
13359,Academic researcher
13359,"Developer, back-end"
13359,Educator
13359,Engineering manager
13359,Senior executive/VP
13359,Student
13360,"Developer, front-end"
13364,"Developer, full-stack"
13367,"Developer, front-end"
13367,"Developer, full-stack"
13367,"Developer, game or graphics"
13375,"Developer, QA or test"
13376,"Developer, back-end"
13376,"Developer, front-end"
13376,"Engineer, data"
13376,System administrator
13380,Data or business analyst
13380,"Developer, back-end"
13380,"Developer, mobile"
13385,"Developer, back-end"
13385,"Developer, desktop or enterprise applications"
13385,"Developer, mobile"
13388,Database administrator
13388,Designer
13388,"Developer, back-end"
13388,"Developer, desktop or enterprise applications"
13388,"Developer, embedded applications or devices"
13388,"Developer, front-end"
13388,"Developer, full-stack"
13388,"Developer, mobile"
13388,DevOps specialist
13388,System administrator
13390,"Developer, mobile"
13393,Marketing or sales professional
13395,Data scientist or machine learning specialist
13395,"Developer, back-end"
13397,"Developer, full-stack"
13397,"Developer, mobile"
13403,Database administrator
13403,Designer
13403,"Developer, back-end"
13403,"Developer, front-end"
13403,"Developer, full-stack"
13403,Student
13403,System administrator
13404,"Developer, back-end"
13404,"Developer, embedded applications or devices"
13407,"Developer, back-end"
13407,"Developer, desktop or enterprise applications"
13407,"Developer, full-stack"
13410,Academic researcher
13410,"Developer, embedded applications or devices"
13410,Scientist
13411,"Developer, back-end"
13411,"Developer, front-end"
13411,"Developer, full-stack"
13412,"Developer, back-end"
13412,"Developer, full-stack"
13412,DevOps specialist
13422,"Developer, back-end"
13422,"Developer, desktop or enterprise applications"
13422,"Developer, front-end"
13422,"Developer, full-stack"
13423,Data or business analyst
13423,Database administrator
13423,"Developer, back-end"
13423,"Developer, desktop or enterprise applications"
13423,"Developer, front-end"
13431,"Developer, back-end"
13432,"Developer, back-end"
13432,"Developer, front-end"
13432,"Developer, full-stack"
13438,Designer
13438,"Developer, back-end"
13438,"Developer, desktop or enterprise applications"
13438,"Developer, front-end"
13438,"Developer, full-stack"
13438,"Developer, mobile"
13438,"Developer, QA or test"
13440,Database administrator
13440,"Developer, full-stack"
13440,"Developer, mobile"
13440,Product manager
13440,Senior executive/VP
13442,"Engineer, data"
13449,"Developer, back-end"
13449,"Developer, front-end"
13449,"Developer, full-stack"
13449,DevOps specialist
13450,Data or business analyst
13450,Scientist
13456,Data or business analyst
13456,"Developer, back-end"
13456,"Developer, front-end"
13456,"Developer, full-stack"
13456,"Developer, mobile"
13462,"Engineer, data"
13463,"Developer, full-stack"
13466,"Developer, mobile"
13471,"Developer, full-stack"
13472,"Developer, front-end"
13472,Student
13474,Data or business analyst
13474,Data scientist or machine learning specialist
13474,"Developer, back-end"
13474,"Engineer, data"
13477,"Developer, back-end"
13477,"Developer, front-end"
13477,"Developer, full-stack"
13477,"Developer, mobile"
13477,Product manager
13478,"Developer, back-end"
13478,"Developer, desktop or enterprise applications"
13481,"Developer, back-end"
13481,"Developer, mobile"
13482,"Developer, back-end"
13482,"Developer, desktop or enterprise applications"
13482,"Developer, full-stack"
13487,"Developer, back-end"
13487,"Engineer, data"
13488,Data or business analyst
13488,Data scientist or machine learning specialist
13488,Database administrator
13488,Designer
13488,"Developer, back-end"
13488,"Developer, front-end"
13488,"Developer, full-stack"
13488,"Developer, QA or test"
13488,DevOps specialist
13488,"Engineer, data"
13488,Product manager
13488,System administrator
13490,"Developer, back-end"
13498,Data or business analyst
13498,Database administrator
13498,"Developer, back-end"
13498,"Engineer, data"
13491,"Developer, front-end"
13491,"Developer, mobile"
13500,"Developer, full-stack"
13500,"Developer, game or graphics"
13500,Educator
13507,"Developer, full-stack"
13510,"Developer, back-end"
13515,Academic researcher
13515,"Developer, back-end"
13516,"Developer, full-stack"
13516,"Developer, mobile"
13516,Educator
13517,"Developer, full-stack"
13522,"Developer, front-end"
13522,"Developer, full-stack"
13523,"Developer, back-end"
13527,Database administrator
13527,"Developer, back-end"
13527,"Developer, desktop or enterprise applications"
13527,"Developer, front-end"
13527,"Developer, full-stack"
13527,"Developer, mobile"
13528,Data or business analyst
13528,"Developer, back-end"
13528,"Developer, desktop or enterprise applications"
13528,"Developer, front-end"
13528,"Developer, full-stack"
13529,"Developer, desktop or enterprise applications"
13529,"Developer, embedded applications or devices"
13529,"Developer, game or graphics"
13560,"Developer, back-end"
13560,Educator
13538,"Developer, back-end"
13540,"Developer, back-end"
13540,"Developer, desktop or enterprise applications"
13540,"Developer, front-end"
13540,"Developer, full-stack"
13543,Data scientist or machine learning specialist
13543,"Developer, back-end"
13543,Scientist
13545,"Developer, front-end"
13545,Educator
13545,Product manager
13547,Database administrator
13547,Designer
13547,"Developer, back-end"
13547,"Developer, desktop or enterprise applications"
13547,"Developer, embedded applications or devices"
13547,"Developer, front-end"
13547,"Developer, full-stack"
13547,"Developer, mobile"
13547,"Developer, QA or test"
13547,DevOps specialist
13547,System administrator
13549,"Developer, full-stack"
13551,"Developer, full-stack"
13552,"Developer, back-end"
13552,"Developer, front-end"
13552,"Developer, full-stack"
13552,"Developer, QA or test"
13552,DevOps specialist
13553,"Developer, front-end"
13559,"Developer, full-stack"
13563,"Developer, full-stack"
13568,"Developer, back-end"
13568,"Developer, desktop or enterprise applications"
13568,"Developer, front-end"
13568,"Developer, full-stack"
13568,"Developer, mobile"
13581,"Developer, back-end"
13581,"Developer, desktop or enterprise applications"
13572,Data or business analyst
13572,Data scientist or machine learning specialist
13572,"Developer, back-end"
13572,"Developer, desktop or enterprise applications"
13572,"Developer, game or graphics"
13573,"Developer, back-end"
13573,"Developer, front-end"
13573,"Developer, mobile"
13573,Engineering manager
13574,"Developer, back-end"
13574,"Developer, desktop or enterprise applications"
13574,"Developer, embedded applications or devices"
13574,"Developer, game or graphics"
13574,"Developer, mobile"
13578,"Developer, back-end"
13578,"Developer, desktop or enterprise applications"
13578,Student
13579,Designer
13579,"Developer, back-end"
13579,"Developer, desktop or enterprise applications"
13579,"Developer, embedded applications or devices"
13579,"Developer, front-end"
13579,"Developer, full-stack"
13579,"Developer, mobile"
13579,"Developer, QA or test"
13580,"Developer, embedded applications or devices"
13583,"Developer, back-end"
13583,"Developer, front-end"
13583,"Developer, full-stack"
13589,Data or business analyst
13589,Data scientist or machine learning specialist
13589,"Developer, back-end"
13593,Data or business analyst
13593,"Engineer, data"
13593,Product manager
13594,Database administrator
13594,"Developer, desktop or enterprise applications"
13595,"Developer, front-end"
13595,"Developer, full-stack"
13595,Student
13596,Data scientist or machine learning specialist
13596,Database administrator
13596,"Developer, back-end"
13596,"Developer, front-end"
13596,"Developer, full-stack"
13596,DevOps specialist
13596,"Engineer, data"
13596,"Engineer, site reliability"
13596,System administrator
13599,"Developer, back-end"
13599,"Developer, front-end"
13599,"Developer, full-stack"
13610,"Developer, full-stack"
13612,"Developer, back-end"
13612,"Developer, full-stack"
13612,DevOps specialist
13614,"Developer, back-end"
13614,"Developer, desktop or enterprise applications"
13614,"Developer, mobile"
13615,"Developer, front-end"
13616,"Developer, full-stack"
13623,Data or business analyst
13623,Database administrator
13623,"Developer, desktop or enterprise applications"
13623,"Developer, embedded applications or devices"
13623,"Developer, front-end"
13623,Marketing or sales professional
13632,"Developer, back-end"
13632,"Developer, desktop or enterprise applications"
13632,Student
13625,Data or business analyst
13625,"Developer, back-end"
13625,"Developer, full-stack"
13625,Product manager
13626,"Developer, back-end"
13626,"Developer, front-end"
13626,"Developer, full-stack"
13626,"Developer, QA or test"
13629,"Developer, desktop or enterprise applications"
13629,"Developer, full-stack"
13629,DevOps specialist
13638,"Developer, back-end"
13638,"Developer, front-end"
13638,"Developer, full-stack"
13640,Database administrator
13640,"Developer, back-end"
13640,"Developer, front-end"
13640,"Developer, full-stack"
13640,"Developer, QA or test"
13640,DevOps specialist
13643,"Developer, back-end"
13643,"Developer, desktop or enterprise applications"
13643,"Developer, front-end"
13643,"Developer, full-stack"
13643,Engineering manager
13643,Product manager
13643,System administrator
13644,"Developer, desktop or enterprise applications"
13644,"Developer, full-stack"
13644,"Developer, QA or test"
13644,System administrator
13654,"Developer, back-end"
13654,"Developer, full-stack"
13651,"Developer, desktop or enterprise applications"
13651,"Developer, full-stack"
13657,Data or business analyst
13657,Engineering manager
13657,Product manager
13663,"Developer, full-stack"
13663,"Developer, mobile"
13665,"Developer, back-end"
13665,"Developer, front-end"
13665,"Developer, full-stack"
13676,"Developer, full-stack"
13670,Data scientist or machine learning specialist
13670,"Developer, back-end"
13672,"Developer, back-end"
13672,"Developer, front-end"
13678,Designer
13678,"Developer, back-end"
13678,"Developer, mobile"
13678,DevOps specialist
13684,"Developer, full-stack"
13690,Data scientist or machine learning specialist
13690,Designer
13690,"Developer, back-end"
13690,"Developer, front-end"
13690,"Developer, full-stack"
13690,Engineering manager
13690,Product manager
13690,Senior executive/VP
13696,"Developer, back-end"
13696,"Developer, front-end"
13696,"Developer, full-stack"
13698,"Developer, desktop or enterprise applications"
13700,Data or business analyst
13700,Database administrator
13700,"Developer, back-end"
13700,"Developer, desktop or enterprise applications"
13700,"Developer, front-end"
13700,"Developer, full-stack"
13700,DevOps specialist
13700,"Engineer, data"
13700,Engineering manager
13700,Scientist
13706,"Developer, back-end"
13706,"Developer, desktop or enterprise applications"
13706,"Developer, front-end"
13706,"Developer, full-stack"
13706,"Developer, mobile"
13706,Engineering manager
13706,Product manager
13709,"Developer, front-end"
13709,"Developer, full-stack"
13709,"Developer, mobile"
13709,Student
13714,"Developer, full-stack"
13715,Academic researcher
13715,Database administrator
13715,"Developer, back-end"
13715,"Developer, desktop or enterprise applications"
13715,"Developer, full-stack"
13715,DevOps specialist
13715,Engineering manager
13715,Product manager
13715,System administrator
13719,System administrator
13724,"Developer, back-end"
13724,"Developer, embedded applications or devices"
13724,"Developer, QA or test"
13724,Engineering manager
13732,"Developer, back-end"
13732,"Developer, desktop or enterprise applications"
13732,"Developer, embedded applications or devices"
13732,"Developer, full-stack"
13734,"Developer, back-end"
13734,"Developer, desktop or enterprise applications"
13734,"Developer, front-end"
13734,"Developer, full-stack"
13747,Data or business analyst
13747,Database administrator
13747,"Developer, full-stack"
13747,System administrator
13748,"Developer, back-end"
13748,"Developer, desktop or enterprise applications"
13748,"Developer, embedded applications or devices"
13748,"Developer, front-end"
13748,"Developer, full-stack"
13748,"Developer, game or graphics"
13748,"Developer, QA or test"
13750,"Developer, back-end"
13750,"Developer, front-end"
13750,"Developer, full-stack"
13750,"Developer, game or graphics"
13750,DevOps specialist
13750,Engineering manager
13751,Data scientist or machine learning specialist
13751,"Developer, full-stack"
13752,"Developer, full-stack"
13755,Designer
13755,"Developer, back-end"
13755,"Developer, desktop or enterprise applications"
13755,"Developer, embedded applications or devices"
13755,"Developer, front-end"
13755,"Developer, full-stack"
13759,"Developer, back-end"
13759,"Developer, desktop or enterprise applications"
13759,"Developer, front-end"
13759,"Developer, full-stack"
13759,"Developer, QA or test"
13759,DevOps specialist
13759,System administrator
13760,Academic researcher
13760,Data or business analyst
13760,Data scientist or machine learning specialist
13762,"Developer, back-end"
13762,"Developer, front-end"
13762,"Developer, full-stack"
13763,"Developer, full-stack"
13768,Designer
13768,"Developer, front-end"
13768,"Developer, full-stack"
13768,Educator
13768,Student
13771,"Developer, back-end"
13771,"Developer, front-end"
13771,"Developer, full-stack"
13773,"Developer, full-stack"
13774,"Developer, back-end"
13774,DevOps specialist
13775,"Developer, back-end"
13775,"Developer, full-stack"
13777,"Developer, back-end"
13777,"Developer, front-end"
13777,"Developer, full-stack"
13782,"Developer, full-stack"
13784,Academic researcher
13784,Data or business analyst
13784,Data scientist or machine learning specialist
13784,"Developer, full-stack"
13785,"Developer, back-end"
13785,"Developer, desktop or enterprise applications"
13785,"Developer, embedded applications or devices"
13788,"Developer, full-stack"
13788,DevOps specialist
13788,Senior executive/VP
13791,"Developer, back-end"
13796,"Developer, mobile"
13792,Data scientist or machine learning specialist
13792,"Engineer, data"
13798,Designer
13798,"Developer, back-end"
13798,"Developer, front-end"
13798,"Developer, full-stack"
13798,System administrator
13799,"Developer, full-stack"
13818,"Developer, back-end"
13818,"Developer, desktop or enterprise applications"
13818,"Developer, front-end"
13818,"Developer, full-stack"
13800,"Developer, back-end"
13802,"Developer, desktop or enterprise applications"
13802,"Developer, front-end"
13802,"Developer, full-stack"
13804,Data scientist or machine learning specialist
13804,"Developer, back-end"
13804,"Developer, desktop or enterprise applications"
13804,"Developer, front-end"
13804,"Developer, full-stack"
13806,Database administrator
13806,Designer
13806,"Developer, back-end"
13806,"Developer, desktop or enterprise applications"
13806,"Developer, front-end"
13806,"Developer, full-stack"
13806,"Developer, QA or test"
13806,Engineering manager
13806,Product manager
13806,Senior executive/VP
13806,System administrator
13814,"Developer, full-stack"
13817,"Developer, back-end"
13817,"Developer, front-end"
13817,"Developer, full-stack"
13819,Academic researcher
13819,"Developer, desktop or enterprise applications"
13820,"Developer, full-stack"
13822,"Developer, full-stack"
13829,"Developer, back-end"
13829,"Developer, full-stack"
13830,Designer
13830,"Developer, front-end"
13830,"Developer, full-stack"
13830,System administrator
13831,"Developer, back-end"
13831,"Developer, full-stack"
13833,Database administrator
13833,"Developer, back-end"
13833,"Developer, desktop or enterprise applications"
13834,"Developer, desktop or enterprise applications"
13834,"Developer, full-stack"
13841,Academic researcher
13841,"Developer, back-end"
13841,DevOps specialist
13842,Database administrator
13842,"Developer, back-end"
13842,"Developer, front-end"
13842,System administrator
13846,"Developer, back-end"
13848,Data or business analyst
13848,"Developer, back-end"
13848,"Developer, desktop or enterprise applications"
13848,"Developer, full-stack"
13848,Product manager
13852,"Developer, back-end"
13852,"Developer, full-stack"
13852,"Developer, mobile"
13856,"Developer, back-end"
13856,"Developer, full-stack"
13859,"Developer, back-end"
13859,"Developer, desktop or enterprise applications"
13859,"Developer, front-end"
13859,"Developer, full-stack"
13860,Database administrator
13860,"Developer, back-end"
13860,"Developer, desktop or enterprise applications"
13860,"Developer, front-end"
13860,"Developer, full-stack"
13860,"Developer, QA or test"
13860,DevOps specialist
13860,System administrator
13865,"Developer, back-end"
13865,"Developer, front-end"
13865,"Developer, full-stack"
13867,Database administrator
13867,Designer
13867,"Developer, back-end"
13867,"Developer, front-end"
13867,"Developer, full-stack"
13867,"Developer, QA or test"
13868,"Developer, full-stack"
13868,DevOps specialist
13870,"Developer, full-stack"
13873,"Developer, mobile"
13876,Database administrator
13876,Designer
13876,"Developer, back-end"
13876,"Developer, desktop or enterprise applications"
13876,"Developer, front-end"
13876,"Developer, full-stack"
13876,"Developer, QA or test"
13877,"Developer, back-end"
13878,"Developer, back-end"
13878,"Engineer, data"
13880,Data scientist or machine learning specialist
13880,Designer
13880,"Developer, back-end"
13880,"Developer, desktop or enterprise applications"
13880,"Developer, embedded applications or devices"
13880,"Developer, full-stack"
13880,"Developer, mobile"
13880,Educator
13881,Database administrator
13881,Designer
13881,"Developer, full-stack"
13881,"Developer, game or graphics"
13881,DevOps specialist
13885,"Developer, back-end"
13885,"Developer, full-stack"
13887,"Developer, back-end"
13889,DevOps specialist
13889,"Engineer, site reliability"
13889,System administrator
13892,Data scientist or machine learning specialist
13892,"Developer, back-end"
13892,"Engineer, data"
13892,Scientist
13894,"Developer, back-end"
13894,"Developer, front-end"
13894,"Developer, full-stack"
13894,DevOps specialist
13897,"Developer, back-end"
13897,"Developer, desktop or enterprise applications"
13897,"Developer, front-end"
13897,"Developer, full-stack"
13900,"Developer, back-end"
13900,"Developer, front-end"
13900,"Developer, full-stack"
13900,"Developer, mobile"
13902,"Developer, back-end"
13906,"Developer, full-stack"
13906,"Developer, game or graphics"
13906,"Developer, mobile"
13911,"Developer, front-end"
13914,Data or business analyst
13914,Database administrator
13914,"Developer, back-end"
13914,"Developer, desktop or enterprise applications"
13914,"Developer, front-end"
13914,"Developer, full-stack"
13914,DevOps specialist
13914,System administrator
13915,"Developer, front-end"
13916,DevOps specialist
13916,"Engineer, site reliability"
13916,System administrator
13920,"Developer, front-end"
13920,"Developer, full-stack"
13934,"Developer, back-end"
13934,"Developer, full-stack"
13935,"Developer, front-end"
13939,"Developer, full-stack"
13940,DevOps specialist
13940,"Engineer, site reliability"
13940,System administrator
13941,"Developer, back-end"
13942,"Developer, back-end"
13956,Academic researcher
13956,"Developer, full-stack"
13956,Scientist
13945,"Developer, front-end"
13945,"Developer, full-stack"
13945,Student
13947,"Developer, back-end"
13947,"Developer, embedded applications or devices"
13947,"Developer, front-end"
13947,Student
13948,"Developer, back-end"
13948,"Developer, desktop or enterprise applications"
13948,"Developer, front-end"
13948,"Developer, full-stack"
13949,Database administrator
13949,"Developer, desktop or enterprise applications"
13949,"Developer, front-end"
13949,"Developer, full-stack"
13949,"Developer, mobile"
13949,Engineering manager
13949,Product manager
13950,"Developer, mobile"
13950,Student
13951,"Developer, back-end"
13951,"Developer, front-end"
13951,"Developer, full-stack"
13959,Data or business analyst
13959,Database administrator
13959,"Developer, full-stack"
13959,DevOps specialist
13959,System administrator
13963,"Developer, back-end"
13963,"Developer, desktop or enterprise applications"
13963,"Developer, game or graphics"
13963,"Developer, mobile"
13963,Educator
13967,"Developer, full-stack"
13975,Database administrator
13975,"Developer, full-stack"
13975,Engineering manager
13975,Senior executive/VP
13976,Database administrator
13976,"Developer, back-end"
13976,"Developer, front-end"
13976,System administrator
13978,Designer
13978,"Developer, front-end"
13979,"Developer, back-end"
13979,DevOps specialist
13982,"Developer, front-end"
13991,Data or business analyst
13991,Database administrator
13991,"Developer, back-end"
13991,"Developer, desktop or enterprise applications"
13991,"Developer, front-end"
13991,System administrator
13996,"Developer, full-stack"
13998,Data scientist or machine learning specialist
13998,"Engineer, data"
13999,"Developer, full-stack"
13999,"Developer, game or graphics"
13999,"Developer, mobile"
14005,Data or business analyst
14005,Data scientist or machine learning specialist
14005,Database administrator
14005,Designer
14005,"Developer, full-stack"
14005,DevOps specialist
14005,Scientist
14021,System administrator
14014,"Developer, back-end"
14014,"Developer, desktop or enterprise applications"
14014,"Developer, front-end"
14014,"Developer, full-stack"
14014,"Developer, mobile"
14019,Data or business analyst
14019,Database administrator
14019,Designer
14019,"Developer, full-stack"
14019,"Developer, QA or test"
14019,Marketing or sales professional
14019,Product manager
14019,System administrator
14020,"Developer, back-end"
14020,"Developer, desktop or enterprise applications"
14020,DevOps specialist
14025,Data or business analyst
14025,Database administrator
14025,DevOps specialist
14025,"Engineer, data"
14027,Database administrator
14027,"Developer, back-end"
14027,"Developer, front-end"
14027,"Developer, full-stack"
14027,DevOps specialist
14029,"Developer, full-stack"
14034,"Developer, back-end"
14034,"Developer, full-stack"
14035,Data scientist or machine learning specialist
14036,"Developer, desktop or enterprise applications"
14037,"Developer, front-end"
14052,"Developer, full-stack"
14038,"Developer, back-end"
14038,"Engineer, data"
14039,"Developer, back-end"
14039,"Developer, desktop or enterprise applications"
14039,"Developer, full-stack"
14039,"Engineer, site reliability"
14039,Student
14039,System administrator
14041,Database administrator
14041,"Developer, back-end"
14041,"Engineer, data"
14043,Academic researcher
14044,"Developer, back-end"
14044,DevOps specialist
14044,"Engineer, site reliability"
14046,Database administrator
14046,"Developer, back-end"
14046,"Developer, QA or test"
14048,"Developer, back-end"
14048,"Developer, desktop or enterprise applications"
14049,"Developer, full-stack"
