Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
9339,Norway,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;DevOps specialist",20,14,Clojure;HTML/CSS;Java;JavaScript,DynamoDB;Other(s):,AWS;Docker;Kubernetes,Atom;IntelliJ;Vim,MacOS,177742,38,A few days each month,Very satisfied,Very satisfied,38,Man,Man
9343,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, data;System administrator",34,22,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle,Arduino;Linux;Microsoft Azure;Raspberry Pi;Windows,Notepad++;Vim;Visual Studio;Visual Studio Code,Windows,50376,38,About half the time,Neither satisfied nor dissatisfied,Slightly satisfied,42,Man,Man
9349,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, mobile;Educator",6,5,C;Java,SQLite,Android,Android Studio,Windows,8064,60,Less than once per month / Never,Slightly satisfied,Slightly satisfied,29,Man,Man
9358,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Data or business analyst;Developer, full-stack",15,7,SQL;VBA,Microsoft SQL Server,Windows,Visual Studio,Windows,70000,50,All or almost all the time (I'm full-time remote),Slightly satisfied,Very satisfied,49,Man,Man
9359,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, mobile",7,2,C++;C#;HTML/CSS;JavaScript;Python;TypeScript,DynamoDB,Android;AWS;Docker;Google Cloud Platform;MacOS;Microsoft Azure;Slack,Visual Studio,MacOS,42393,37,"Less than half the time, but at least one day each week",Slightly dissatisfied,Slightly dissatisfied,23,Woman,Woman
9360,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, mobile",10,6,Go;HTML/CSS;Kotlin;Objective-C;Ruby;Swift;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Slack,Android Studio;Vim;Visual Studio Code;Xcode,MacOS,175579,40,A few days each month,Very satisfied,Very satisfied,26,Woman,Woman
9363,Taiwan,Employed full-time,"Yes, full-time",Some college/university study without earning a degree,Web development or web design,"Developer, back-end;Developer, full-stack",4,4,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows,Visual Studio;Visual Studio Code,Windows,18720,40,Less than once per month / Never,Slightly satisfied,Slightly satisfied,26,Man,Man
9364,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Developer, back-end",14,5,Java;Python;SQL,PostgreSQL,AWS;Google Cloud Platform;Heroku;Linux;MacOS;Raspberry Pi,IntelliJ;IPython / Jupyter;Vim;Visual Studio Code,Linux-based,220000,35,A few days each month,Slightly satisfied,Slightly satisfied,29,Man,Man
9365,Italy,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",10,3,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,Docker;Heroku;Linux;MacOS;Raspberry Pi,Visual Studio Code,MacOS,24061,40,Less than once per month / Never,Very satisfied,Slightly satisfied,26,Man,Man
9366,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Database administrator;Developer, back-end;System administrator",15,9,Bash/Shell/PowerShell;C#;Go;Java;Python,MongoDB;Redis,AWS;Linux;Windows,IntelliJ;Visual Studio;Visual Studio Code,Windows,167000,40,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,32,Man,Man
9370,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",6,1,C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle,Android;Arduino;Raspberry Pi;Windows;WordPress,Visual Studio;Visual Studio Code,Windows,39299,39,It's complicated,Very satisfied,Very satisfied,22,Man,Man
9383,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",2,2,HTML/CSS;PHP;SQL,PostgreSQL,Docker,Vim;Visual Studio Code,Linux-based,50413,42,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly satisfied,26,Man,Man
9371,United States,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",10,8,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Elasticsearch;Firebase;Microsoft SQL Server;Redis,Android;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Microsoft Azure,Visual Studio;Visual Studio Code,MacOS,135000,40,About half the time,Slightly satisfied,Slightly dissatisfied,27,Man,Man
9372,Portugal,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications",9,6,C#;Python,Cassandra;MongoDB;Microsoft SQL Server;SQLite,Android;Arduino;Docker;Linux;MacOS;Microsoft Azure;Slack;Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,46976,45,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly dissatisfied,31,Man,Man
9384,Turkey,Employed full-time,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",7,3,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL,SQLite;Other(s):,Kubernetes;Linux;Raspberry Pi;Windows,IntelliJ;Notepad++;PyCharm;Sublime Text;Vim,Windows,13368,45,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly dissatisfied,27,Man,Man
9388,Greece,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, game or graphics;DevOps specialist;Engineering manager",9,5,Bash/Shell/PowerShell;C++;C#;Java;JavaScript;Python;SQL,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Linux;Microsoft Azure;Windows,IntelliJ;IPython / Jupyter;Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,Linux-based,45830,50,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,31,Man,Man
9390,Latvia,Employed full-time,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",35,10,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;Redis,Linux;Slack;Windows;WordPress,IntelliJ;Notepad++;PHPStorm,Windows,54996,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,56,Man,Man
9393,Norway,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;System administrator",14,3,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Redis;Other(s):,Android;Arduino;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Raspberry Pi,Vim,Linux-based,57470,40,A few days each month,Slightly satisfied,Slightly satisfied,27,Man,Man
9399,India,Employed full-time,No,Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)","Developer, full-stack",18,18,Java;JavaScript;PHP;Python;SQL,DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Slack,Atom;IntelliJ;NetBeans;Vim,Linux-based,53173,60,Less than once per month / Never,Very satisfied,Slightly dissatisfied,39,Man,Man
9415,United States,Employed full-time,No,Some college/university study without earning a degree,"A social science (ex. anthropology, psychology, political science)","Developer, full-stack;Engineering manager",22,22,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis,Arduino;AWS;Docker;Kubernetes;Linux;Microsoft Azure,Visual Studio Code,Linux-based,190000,40,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly satisfied,42,Man,Man
9409,Brazil,Employed full-time,No,Some college/university study without earning a degree,"Information systems, information technology, or system administration","Data or business analyst;Database administrator;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Product manager;System administrator",14,7,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL;TypeScript,DynamoDB;Elasticsearch;Firebase;MariaDB;MySQL;PostgreSQL,Android;Arduino;AWS;Google Cloud Platform;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress,Notepad++;Sublime Text;Vim;Visual Studio Code,Linux-based,114744,50,A few days each month,Very satisfied,Slightly satisfied,28,Man,Man
9411,Italy,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end",13,5,HTML/CSS;Java;JavaScript;TypeScript,Cassandra;Oracle,Android;AWS;Heroku;Kubernetes;Windows,Android Studio;Visual Studio Code,Windows,34372,42,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,32,Man,Man
9413,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)","Data scientist or machine learning specialist;Developer, back-end",2,0,Bash/Shell/PowerShell;C;HTML/CSS;Java;Python;R;SQL,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,Heroku,IPython / Jupyter;PyCharm;RStudio;Visual Studio Code,Windows,38169,40,Less than once per month / Never,Very satisfied,Very satisfied,27,Man,Man
9424,India,Employed full-time,No,Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)","Designer;Developer, back-end;Developer, front-end;Developer, full-stack",16,9,C;C++;C#;HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;SQLite,Android;iOS;Linux;Windows;WordPress,Android Studio;PHPStorm;Visual Studio,Linux-based,19308,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,40,Man,Man
9420,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end;Developer, mobile",8,2,Bash/Shell/PowerShell;JavaScript;TypeScript,MongoDB;MySQL,Android;iOS,Vim;Visual Studio Code;Xcode,MacOS,8396,40,It's complicated,Very satisfied,Slightly satisfied,24,Man,Man
9434,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack",19,15,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Redis,Docker;Kubernetes;Linux;MacOS;Slack,Sublime Text;Visual Studio Code,MacOS,125000,40,Less than once per month / Never,Slightly satisfied,Slightly satisfied,37,Man,Man
9437,Ecuador,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","Developer, QA or test",6,2,Bash/Shell/PowerShell;Python,MongoDB;PostgreSQL,Docker;Linux;MacOS;Slack,Atom;IntelliJ;PyCharm;Sublime Text,MacOS,13320,45,A few days each month,Very satisfied,Slightly satisfied,36,Man,Man
9438,Austria,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Developer, desktop or enterprise applications;Scientist",20,10,Bash/Shell/PowerShell;C;C++;C#;Java,Microsoft SQL Server;Oracle;SQLite,Linux;Windows,Vim;Visual Studio,Windows,866184,42,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,30,Man,Man
9462,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","Data or business analyst;Database administrator;Engineer, data",5,5,Bash/Shell/PowerShell;Python;R;SQL;VBA,Microsoft SQL Server,Microsoft Azure;Windows,RStudio;Visual Studio Code,Windows,68000,35,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly satisfied,27,Man,Man
9439,Portugal,Employed full-time,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)","Academic researcher;Developer, full-stack;Educator",10,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Other(s):,MariaDB;MySQL;SQLite,Other(s):,IPython / Jupyter;Sublime Text;Visual Studio Code,Windows,42624,40,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,32,Man,Man
9448,Brazil,Employed full-time,No,"Professional degree (JD, MD, etc.)","Computer science, computer engineering, or software engineering","Developer, mobile",10,9,Java;Kotlin;Objective-C,Firebase;MongoDB;MySQL;SQLite;Other(s):,Android;iOS;Linux;MacOS;Slack;Windows,Android Studio;Atom;IntelliJ;Vim,Linux-based,36060,40,Less than once per month / Never,Very satisfied,Slightly satisfied,29,Man,Man
9455,Germany,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",12,7,Elixir;Ruby,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Docker,Sublime Text,MacOS,80202,40,"Less than half the time, but at least one day each week",Slightly satisfied,Neither satisfied nor dissatisfied,28,Man,Man
9456,Morocco,Employed full-time,"Yes, part-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, data;Product manager;Student;System administrator",11,4,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Android;Linux;Microsoft Azure;Slack;WordPress,Android Studio;Atom;Eclipse;IntelliJ;Notepad++;PHPStorm;PyCharm;RubyMine;Sublime Text;Visual Studio;Visual Studio Code,Linux-based,17268,7,Less than once per month / Never,Very dissatisfied,Slightly dissatisfied,25,Man,Man
9458,Mexico,Employed full-time,No,"Professional degree (JD, MD, etc.)",Mathematics or statistics,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, embedded applications or devices;Scientist",7,3,HTML/CSS;Java;Python;R;VBA,MySQL;PostgreSQL,Docker;Google Cloud Platform;Linux;MacOS;Slack;Windows,Atom;IPython / Jupyter;Notepad++;RStudio,Windows,21360,50,Less than once per month / Never,Very dissatisfied,Very dissatisfied,27,Man,Man
9469,Turkey,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",9,8,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Android;Docker,Notepad++;Visual Studio;Visual Studio Code,Windows,20736,44,It's complicated,Slightly dissatisfied,Slightly dissatisfied,29,Man,Man
9474,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",24,18,C#;HTML/CSS;JavaScript;Python,Microsoft SQL Server;PostgreSQL;SQLite,Android;AWS;Google Cloud Platform;Windows,Android Studio;Notepad++;Sublime Text;Visual Studio,Windows,83972,40,Less than once per month / Never,Very satisfied,Slightly satisfied,41,Man,Man
9478,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,25,10,C;Go;Python,DynamoDB;Microsoft SQL Server;MySQL,Arduino;AWS;Docker;Google Cloud Platform;Linux;Raspberry Pi,Atom;PyCharm;Vim;Visual Studio Code,MacOS,54956,40,A few days each month,Slightly satisfied,Slightly satisfied,30,Man,Man
9479,Netherlands,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",6,0,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL;PostgreSQL,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack;Windows,IntelliJ;Notepad++;Visual Studio Code,Windows,37128,40,Less than once per month / Never,Very satisfied,Very satisfied,22,Man,Man
9482,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications;Developer, full-stack",7,5,C#;HTML/CSS;JavaScript;TypeScript;Other(s):,Microsoft SQL Server,Windows,Visual Studio;Visual Studio Code,Windows,40039,37.5,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,33,Man,Man
9488,Malaysia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",15,4,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,DynamoDB;Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle;Redis;SQLite,Android;Arduino;AWS;Google Cloud Platform;Linux;MacOS;Slack;Windows,Eclipse;Visual Studio Code,MacOS,100000,40,Less than once per month / Never,Very satisfied,Very satisfied,25,Man,Man
9485,South Africa,Employed full-time,"Yes, part-time","Other doctoral degree (Ph.D, Ed.D., etc.)","A business discipline (ex. accounting, finance, marketing)","Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Database administrator;Developer, back-end;DevOps specialist;Engineer, data;Scientist;System administrator",7,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL,MariaDB;MySQL,AWS;Docker;Google Cloud Platform;Linux,RStudio;Vim,Linux-based,36024,45,A few days each month,Very satisfied,Very satisfied,30,Man,Man
9494,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, full-stack",10,4,Assembly;Bash/Shell/PowerShell;C;C++;C#;Dart;HTML/CSS;Java;JavaScript;Python;R;Rust;SQL;TypeScript,Elasticsearch;MariaDB;SQLite,Android;Docker;Linux;Raspberry Pi;Windows,Android Studio;IntelliJ;IPython / Jupyter;Notepad++;Visual Studio;Visual Studio Code,Windows,59653,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,23,Man,Man
9497,Ecuador,Employed full-time,"Yes, full-time","Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",Academic researcher,4,3,Java;Python;R;VBA,MySQL,Linux;MacOS;Windows;WordPress,RStudio,Windows,24000,60,A few days each month,Very dissatisfied,Very dissatisfied,35,Man,Man
9501,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)","Designer;Developer, back-end;Developer, game or graphics",8,7,HTML/CSS;JavaScript;Python,MongoDB,Windows,Sublime Text,Windows,64769,40,It's complicated,Slightly satisfied,Very satisfied,30,Man,Man
9502,Greece,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;System administrator",13,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,Android;Google Cloud Platform;Windows,Android Studio;Eclipse;Notepad++,Windows,12372,43,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,29,Man,Man
9506,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Student",3,0,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;TypeScript,Microsoft SQL Server;MySQL,Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,5820,50,Less than once per month / Never,Slightly satisfied,Slightly satisfied,23,Man,Man
9512,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",31,20,C#;SQL,Microsoft SQL Server;Redis;SQLite,Android;iOS;Windows,Visual Studio;Visual Studio Code,Windows,129775,45,A few days each month,Very satisfied,Very satisfied,44,Man,Man
9515,Brazil,Employed full-time,No,Associate degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist",28,25,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,AWS;Google Cloud Platform;Microsoft Azure;Windows;WordPress,Notepad++;Visual Studio;Visual Studio Code,Windows,32784,46,Less than once per month / Never,Slightly satisfied,Very satisfied,43,Man,Man
9519,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end",28,24,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle,AWS;Google Cloud Platform;Linux;Slack;Windows;WordPress;Other(s):,Eclipse;Notepad++;Visual Studio Code,Windows,115000,40,A few days each month,Slightly satisfied,Slightly satisfied,49,Man,Man
9522,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",13,11,C++;C#;JavaScript;SQL;TypeScript,Microsoft SQL Server;Other(s):,Microsoft Azure;Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,139120,42,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,34,Man,Man
9523,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist",10,1,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,Windows,Sublime Text;Vim;Visual Studio Code,Windows,45000,40,A few days each month,Slightly satisfied,Neither satisfied nor dissatisfied,24,Man,Man
9548,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","Developer, desktop or enterprise applications;Developer, full-stack",17,13,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;VBA;Other(s):,Microsoft SQL Server,Windows,Visual Studio;Visual Studio Code,Windows,98050,45,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,38,Man,Man
9524,United States,Employed part-time,"Yes, full-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;DevOps specialist;Educator;Student;System administrator",7,2,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;R;SQL,MariaDB;MongoDB;MySQL;SQLite,Android;Arduino;AWS;Docker;Linux;Raspberry Pi;Slack,Vim,Linux-based,20000,40,Less than once per month / Never,Very satisfied,Very satisfied,22,Man,Man
9525,Canada,Employed full-time,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","Developer, full-stack;Student",3,0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Kotlin;SQL;WebAssembly,PostgreSQL,Heroku,IntelliJ;Visual Studio Code,Windows,57254,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,35,Man,Man
9537,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","Data or business analyst;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Engineer, data",8,6,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Elasticsearch;MongoDB;Microsoft SQL Server;Oracle;PostgreSQL,AWS;Docker;Linux;Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,138000,45,All or almost all the time (I'm full-time remote),Slightly dissatisfied,Slightly dissatisfied,29,Man,Man
9544,Italy,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end;Developer, full-stack",11,4,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;SQL,MongoDB;MySQL;Redis,Android;Arduino;AWS;Heroku;Linux;MacOS;Slack;Windows;WordPress,Eclipse;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,37810,40,A few days each month,Neither satisfied nor dissatisfied,Slightly satisfied,29,Man,Man
9549,India,Employed full-time,No,Associate degree,"Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",6,3,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,DynamoDB;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Android;AWS;Google Cloud Platform;Linux;WordPress,Android Studio;Atom;Eclipse;IntelliJ;Notepad++;PHPStorm;Sublime Text;Vim;Visual Studio Code,Windows,5040,48,Less than once per month / Never,Slightly satisfied,Slightly satisfied,23,Man,Man
9551,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, embedded applications or devices;Developer, full-stack",20,15,Bash/Shell/PowerShell;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Docker;Heroku;Linux;Raspberry Pi,IntelliJ;Vim;Visual Studio Code,Linux-based,150000,40,A few days each month,Very satisfied,Slightly satisfied,35,Man,Man
9552,Netherlands,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"Data or business analyst;Developer, back-end;Developer, front-end;Developer, mobile;Developer, QA or test;DevOps specialist",15,11,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;Other(s):,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,Android;iOS;Microsoft Azure,Eclipse;Notepad++;Visual Studio;Xcode,MacOS,85931,45,Less than once per month / Never,Slightly satisfied,Slightly satisfied,35,Man,Man
